date,price
5/8/18,74.16
5/9/18,77.60
5/10/18,77.59
5/11/18,77.37
5/14/18,78.17
5/15/18,78.94
5/16/18,78.19
5/17/18,80.09
5/18/18,78.38
5/21/18,78.34
5/22/18,80.42
5/23/18,78.69
5/24/18,78.90
5/25/18,76.60
5/28/18,#N/A
5/29/18,74.51
5/30/18,75.89
5/31/18,76.45
6/1/18,74.54
6/4/18,73.41
6/5/18,72.91
6/6/18,73.23
6/7/18,75.23
6/8/18,75.11
6/11/18,74.58
6/12/18,74.86
6/13/18,75.07
6/14/18,74.77
6/15/18,72.02
6/18/18,74.87
6/19/18,74.92
6/20/18,74.25
6/21/18,72.87
6/22/18,73.67
6/25/18,72.82
6/26/18,73.58
6/27/18,76.09
6/28/18,76.26
6/29/18,77.44
7/2/18,76.71
7/3/18,75.87
7/4/18,76.99
7/5/18,77.09
7/6/18,74.98
7/9/18,77.08
7/10/18,77.80
7/11/18,75.35
7/12/18,72.11
7/13/18,74.11
7/16/18,71.03
7/17/18,70.87
7/18/18,70.52
7/19/18,71.94
7/20/18,71.99
7/23/18,73.45
7/24/18,73.53
7/25/18,73.67
7/26/18,74.51
7/27/18,74.84
7/30/18,74.99
7/31/18,74.16
8/1/18,72.28
8/2/18,72.95
8/3/18,72.48
8/6/18,72.51
8/7/18,72.31
8/8/18,70.71
8/9/18,70.55
8/10/18,71.00
8/13/18,70.62
8/14/18,70.77
8/15/18,68.38
8/16/18,69.21
8/17/18,70.14
8/20/18,71.11
8/21/18,71.65
8/22/18,72.96
8/23/18,73.73
8/24/18,74.41
8/27/18,74.41
8/28/18,75.91
8/29/18,76.07
8/30/18,77.05
8/31/18,76.94
9/3/18,77.81
9/4/18,77.51
9/5/18,76.68
9/6/18,75.67
9/7/18,75.55
9/10/18,76.77
9/11/18,78.22
9/12/18,80.02
9/13/18,77.66
9/14/18,77.87
9/17/18,78.22
9/18/18,79.25
9/19/18,79.43
9/20/18,79.03
9/21/18,78.90
9/24/18,80.89
9/25/18,82.21
9/26/18,81.87
9/27/18,81.54
9/28/18,82.72
10/1/18,84.94
10/2/18,85.63
10/3/18,85.45
10/4/18,86.07
10/5/18,85.12
10/8/18,84.22
10/9/18,85.16
10/10/18,83.82
10/11/18,81.35
10/12/18,80.71
10/15/18,80.91
10/16/18,80.53
10/17/18,79.91
10/18/18,80.30
10/19/18,80.38
10/22/18,80.45
10/23/18,78.67
10/24/18,77.34
10/25/18,77.30
10/26/18,77.40
10/29/18,77.56
10/30/18,75.68
10/31/18,74.84
11/1/18,71.25
11/2/18,71.11
11/5/18,72.68
11/6/18,70.64
11/7/18,70.10
11/8/18,69.29
11/9/18,69.01
11/12/18,69.81
11/13/18,65.45
11/14/18,64.88
11/15/18,65.61
11/16/18,65.29
11/19/18,64.14
11/20/18,61.50
11/21/18,61.65
11/22/18,61.11
11/23/18,57.69
11/26/18,59.70
11/27/18,59.58
11/28/18,57.97
11/29/18,58.29
11/30/18,57.71
12/3/18,60.17
12/4/18,61.22
12/5/18,61.40
12/6/18,57.83
12/7/18,61.71
12/10/18,60.29
12/11/18,59.73
12/12/18,59.94
12/13/18,59.03
12/14/18,58.56
12/17/18,57.59
12/18/18,55.26
12/19/18,55.60
12/20/18,52.84
12/21/18,51.93
12/24/18,#N/A
12/25/18,#N/A
12/26/18,#N/A
12/27/18,51.49
12/28/18,50.57
12/31/18,#N/A
1/1/19,#N/A
1/2/19,54.06
1/3/19,53.23
1/4/19,55.64
1/7/19,57.10
1/8/19,56.91
1/9/19,59.46
1/10/19,60.47
1/11/19,59.24
1/14/19,58.80
1/15/19,58.65
1/16/19,59.81
1/17/19,59.85
1/18/19,62.04
1/21/19,62.18
1/22/19,60.90
1/23/19,61.05
1/24/19,61.09
1/25/19,61.49
1/28/19,59.71
1/29/19,60.98
1/30/19,61.89
1/31/19,62.46
2/1/19,61.86
2/4/19,62.26
2/5/19,61.67
2/6/19,62.22
2/7/19,61.01
2/8/19,61.37
2/11/19,61.30
2/12/19,62.58
2/13/19,63.27
2/14/19,64.00
2/15/19,65.65
2/18/19,66.41
2/19/19,65.86
2/20/19,66.82
2/21/19,66.91
2/22/19,66.91
2/25/19,64.02
2/26/19,64.51
2/27/19,65.55
2/28/19,65.03
3/1/19,63.71
3/4/19,64.44
3/5/19,64.24
3/6/19,64.51
3/7/19,64.82
3/8/19,65.66
3/11/19,65.06
3/12/19,65.33
3/13/19,65.89
3/14/19,66.18
3/15/19,66.11
3/18/19,66.65
3/19/19,67.13
3/20/19,68.35
3/21/19,68.30
3/22/19,66.29
3/25/19,67.37
3/26/19,67.51
3/27/19,67.35
3/28/19,66.08
3/29/19,67.93
4/1/19,69.08
4/2/19,69.68
4/3/19,69.21
4/4/19,69.80
4/5/19,69.93
4/8/19,71.12
4/9/19,71.02
4/10/19,71.63
4/11/19,71.30
4/12/19,71.57
4/15/19,70.90
4/16/19,70.74
4/17/19,71.14
4/18/19,70.71
4/19/19,#N/A
4/22/19,70.71
4/23/19,74.39
4/24/19,73.59
4/25/19,74.94
4/26/19,71.03
4/29/19,71.22
4/30/19,72.19
5/1/19,72.01
5/2/19,70.56
5/3/19,71.95
5/6/19,71.95
5/7/19,70.98
5/8/19,71.09
5/9/19,70.61
5/10/19,71.63
5/13/19,72.35
5/14/19,72.53
5/15/19,73.09
5/16/19,74.70
5/17/19,73.94
5/20/19,73.21
5/21/19,72.94
5/22/19,71.94
5/23/19,68.37
5/24/19,67.98
5/27/19,#N/A
5/28/19,70.19
5/29/19,70.64
5/30/19,69.55
5/31/19,66.78
6/3/19,63.16
6/4/19,63.56
6/5/19,62.14
6/6/19,62.77
6/7/19,64.10
6/10/19,64.31
6/11/19,63.56
6/12/19,61.66
6/13/19,63.28
6/14/19,63.13
6/17/19,62.56
6/18/19,63.35
6/19/19,62.85
6/20/19,65.44
6/21/19,65.99
6/24/19,65.16
6/25/19,66.24
6/26/19,66.85
6/27/19,66.78
6/28/19,67.52
7/1/19,65.10
7/2/19,62.72
7/3/19,63.53
7/4/19,63.62
7/5/19,64.23
7/8/19,64.89
7/9/19,64.30
7/10/19,66.41
7/11/19,67.64
7/12/19,66.65
7/15/19,66.86
7/16/19,65.87
7/17/19,63.67
7/18/19,60.70
7/19/19,61.04
7/22/19,61.96
7/23/19,62.28
7/24/19,63.83
7/25/19,63.47
7/26/19,62.46
7/29/19,62.29
7/30/19,62.55
7/31/19,64.07
8/1/19,62.90
8/2/19,61.12
8/5/19,59.32
8/6/19,58.63
8/7/19,55.03
8/8/19,56.29
8/9/19,57.37
8/12/19,57.13
8/13/19,59.90
8/14/19,57.86
8/15/19,57.37
8/16/19,59.00
8/19/19,59.79
8/20/19,59.03
8/21/19,60.60
8/22/19,59.81
8/23/19,58.64
8/26/19,58.64
8/27/19,58.44
8/28/19,60.42
8/29/19,60.59
8/30/19,61.04
9/2/19,58.55
9/3/19,57.93
9/4/19,60.68
9/5/19,62.70
9/6/19,61.28
9/9/19,63.99
9/10/19,64.67
9/11/19,63.02
9/12/19,60.76
9/13/19,61.25
9/16/19,68.42
9/17/19,65.59
9/18/19,64.29
9/19/19,64.25
9/20/19,65.23
9/23/19,64.66
9/24/19,64.13
9/25/19,62.41
9/26/19,62.08
9/27/19,62.48
9/30/19,60.99
10/1/19,60.06
10/2/19,57.92
10/3/19,58.01
10/4/19,59.13
10/7/19,59.46
10/8/19,58.14
10/9/19,59.70
10/10/19,59.08
10/11/19,60.59
10/14/19,58.81
10/15/19,59.19
10/16/19,59.30
10/17/19,59.35
10/18/19,59.96
10/21/19,58.95
10/22/19,60.50
10/23/19,60.52
10/24/19,61.71
10/25/19,62.06
10/28/19,60.39
10/29/19,61.05
10/30/19,60.22
10/31/19,59.30
11/1/19,60.17
11/4/19,62.52
11/5/19,62.72
11/6/19,62.11
11/7/19,62.60
11/8/19,62.00
11/11/19,62.58
11/12/19,62.19
11/13/19,62.27
11/14/19,62.46
11/15/19,63.32
11/18/19,62.82
11/19/19,62.37
11/20/19,63.80
11/21/19,64.99
11/22/19,64.83
11/25/19,64.67
11/26/19,64.82
11/27/19,65.03
11/28/19,64.68
11/29/19,64.50
12/2/19,63.20
12/3/19,62.95
12/4/19,65.25
12/5/19,65.67
12/6/19,66.50
12/9/19,66.44
12/10/19,66.57
12/11/19,65.37
12/12/19,66.67
12/13/19,67.44
12/16/19,68.04
12/17/19,68.99
12/18/19,69.12
12/19/19,69.70
12/20/19,68.66
12/23/19,67.49
12/24/19,69.26
12/25/19,69.26
12/26/19,69.26
12/27/19,68.91
12/30/19,68.30
12/31/19,67.77
