,TRADING_DATE,PERIOD,DEMAND,USEP,holiday
0,2015-01-01,1,4498.58,90.46,1
1,2015-01-01,2,4452.31,89.45,1
2,2015-01-01,3,4409.8859999999995,89.24,1
3,2015-01-01,4,4373.47,88.88,1
4,2015-01-01,5,4334.3859999999995,84.84,1
5,2015-01-01,6,4274.687,79.12,1
6,2015-01-01,7,4222.164000000001,76.99,1
7,2015-01-01,8,4187.433,76.06,1
8,2015-01-01,9,4159.184,75.63,1
9,2015-01-01,10,4149.15,75.54,1
10,2015-01-01,11,4153.404,75.54,1
11,2015-01-01,12,4185.768,75.57,1
12,2015-01-01,13,4235.880999999999,76.07,1
13,2015-01-01,14,4268.28,77.0,1
14,2015-01-01,15,4269.752,77.01,1
15,2015-01-01,16,4340.7429999999995,79.32,1
16,2015-01-01,17,4464.849,89.24,1
17,2015-01-01,18,4582.459,96.21,1
18,2015-01-01,19,4666.894,120.68,1
19,2015-01-01,20,4741.852,133.05,1
20,2015-01-01,21,4805.299,80.94,1
21,2015-01-01,22,4884.695,89.1,1
22,2015-01-01,23,4907.5470000000005,89.36,1
23,2015-01-01,24,4883.189,85.03,1
24,2015-01-01,25,4870.003,85.54,1
25,2015-01-01,26,4871.092000000001,85.54,1
26,2015-01-01,27,4871.822,85.52,1
27,2015-01-01,28,4885.872,89.09,1
28,2015-01-01,29,4888.4220000000005,89.36,1
29,2015-01-01,30,4889.366,89.09,1
30,2015-01-01,31,4893.675,93.82,1
31,2015-01-01,32,4893.646,93.82,1
32,2015-01-01,33,4863.363,90.28,1
33,2015-01-01,34,4842.718,89.58,1
34,2015-01-01,35,4853.2390000000005,90.37,1
35,2015-01-01,36,4868.279,201.04,1
36,2015-01-01,37,4907.323,211.98,1
37,2015-01-01,38,5001.395,142.35,1
38,2015-01-01,39,5088.281,164.51,1
39,2015-01-01,40,5106.148,202.34,1
40,2015-01-01,41,5118.215,202.98,1
41,2015-01-01,42,5124.259,203.36,1
42,2015-01-01,43,5082.252,201.2,1
43,2015-01-01,44,4953.624,142.38,1
44,2015-01-01,45,4815.83,101.87,1
45,2015-01-01,46,4712.504,89.38,1
46,2015-01-01,47,4621.444,172.09,1
47,2015-01-01,48,4546.933,172.07,1
48,2015-01-02,1,4497.209,141.79,0
49,2015-01-02,2,4424.179,102.67,0
50,2015-01-02,3,4321.44,89.25,0
51,2015-01-02,4,4238.977,78.48,0
52,2015-01-02,5,4191.807,76.0,0
53,2015-01-02,6,4153.275,75.53,0
54,2015-01-02,7,4121.988,74.77,0
55,2015-01-02,8,4104.210999999999,74.08,0
56,2015-01-02,9,4100.389,70.93,0
57,2015-01-02,10,4123.912,70.89,0
58,2015-01-02,11,4193.855,70.38,0
59,2015-01-02,12,4326.106,73.98,0
60,2015-01-02,13,4489.943,74.78,0
61,2015-01-02,14,4627.299,77.91,0
62,2015-01-02,15,4832.207,74.81,0
63,2015-01-02,16,5234.085999999999,77.21,0
64,2015-01-02,17,5633.8730000000005,108.53,0
65,2015-01-02,18,5817.753000000001,77.24,0
66,2015-01-02,19,5855.53,84.38,0
67,2015-01-02,20,5941.71,85.4,0
68,2015-01-02,21,5872.815,77.26,0
69,2015-01-02,22,5952.4,85.4,0
70,2015-01-02,23,5979.745,85.43,0
71,2015-01-02,24,5945.72,84.4,0
72,2015-01-02,25,5898.769,79.34,0
73,2015-01-02,26,5890.618,77.32,0
74,2015-01-02,27,5929.036,77.33,0
75,2015-01-02,28,5973.4980000000005,77.34,0
76,2015-01-02,29,5981.355,77.34,0
77,2015-01-02,30,5948.687,76.25,0
78,2015-01-02,31,5934.349,76.25,0
79,2015-01-02,32,5928.315,76.25,0
80,2015-01-02,33,5908.445,76.25,0
81,2015-01-02,34,5867.96,76.08,0
82,2015-01-02,35,5790.025,76.15,0
83,2015-01-02,36,5694.401999999999,76.09,0
84,2015-01-02,37,5633.306,76.05,0
85,2015-01-02,38,5632.874,76.19,0
86,2015-01-02,39,5618.227,75.49,0
87,2015-01-02,40,5590.215999999999,75.54,0
88,2015-01-02,41,5550.541,75.9,0
89,2015-01-02,42,5492.476,80.47,0
90,2015-01-02,43,5407.807,87.39,0
91,2015-01-02,44,5289.133000000001,79.38,0
92,2015-01-02,45,5138.791,80.38,0
93,2015-01-02,46,4997.170999999999,79.34,0
94,2015-01-02,47,4878.621,76.26,0
95,2015-01-02,48,4650.17,75.33,0
96,2015-01-03,1,4444.585999999999,76.24,0
97,2015-01-03,2,4363.148,74.03,0
98,2015-01-03,3,4364.067,74.03,0
99,2015-01-03,4,4327.175,71.24,0
100,2015-01-03,5,4282.639,71.24,0
101,2015-01-03,6,4243.276,70.84,0
102,2015-01-03,7,4198.969,70.95,0
103,2015-01-03,8,4172.981,70.94,0
104,2015-01-03,9,4172.146,70.93,0
105,2015-01-03,10,4188.885,70.95,0
106,2015-01-03,11,4219.465,71.47,0
107,2015-01-03,12,4285.919,73.3,0
108,2015-01-03,13,4367.67,74.0,0
109,2015-01-03,14,4468.358,77.15,0
110,2015-01-03,15,4596.960999999999,81.3,0
111,2015-01-03,16,4788.192,91.68,0
112,2015-01-03,17,4986.679,80.26,0
113,2015-01-03,18,5150.813,83.82,0
114,2015-01-03,19,5277.130999999999,95.65,0
115,2015-01-03,20,5380.243,132.57,0
116,2015-01-03,21,5462.5419999999995,152.52,0
117,2015-01-03,22,5506.3369999999995,243.42,0
118,2015-01-03,23,5509.359,213.12,0
119,2015-01-03,24,5465.588000000001,152.51,0
120,2015-01-03,25,5417.195,122.23,0
121,2015-01-03,26,5383.683000000001,112.18,0
122,2015-01-03,27,5366.501,120.76,0
123,2015-01-03,28,5356.666,110.2,0
124,2015-01-03,29,5337.432,101.66,0
125,2015-01-03,30,5304.834,94.91,0
126,2015-01-03,31,5271.7480000000005,94.06,0
127,2015-01-03,32,5212.123,86.61,0
128,2015-01-03,33,5185.28,83.55,0
129,2015-01-03,34,5149.561,83.48,0
130,2015-01-03,35,5126.848,81.07,0
131,2015-01-03,36,5096.585999999999,80.76,0
132,2015-01-03,37,5109.478,81.59,0
133,2015-01-03,38,5194.295999999999,84.83,0
134,2015-01-03,39,5257.276,98.79,0
135,2015-01-03,40,5255.1630000000005,98.78,0
136,2015-01-03,41,5239.135,97.13,0
137,2015-01-03,42,5228.872,90.89,0
138,2015-01-03,43,5192.044,84.91,0
139,2015-01-03,44,5106.839,81.61,0
140,2015-01-03,45,5016.151,80.51,0
141,2015-01-03,46,4933.768,80.3,0
142,2015-01-03,47,4841.63,79.46,0
143,2015-01-03,48,4644.837,81.62,0
144,2015-01-04,1,4461.932,77.24,0
145,2015-01-04,2,4371.786,73.36,0
146,2015-01-04,3,4355.130999999999,76.06,0
147,2015-01-04,4,4307.936,73.24,0
148,2015-01-04,5,4264.036,72.5,0
149,2015-01-04,6,4229.201,73.17,0
150,2015-01-04,7,4205.657999999999,72.39,0
151,2015-01-04,8,4181.474,72.23,0
152,2015-01-04,9,4162.857,72.23,0
153,2015-01-04,10,4162.236,72.23,0
154,2015-01-04,11,4186.708,72.23,0
155,2015-01-04,12,4233.883,73.24,0
156,2015-01-04,13,4286.292,73.29,0
157,2015-01-04,14,4318.607,73.31,0
158,2015-01-04,15,4343.954000000001,73.31,0
159,2015-01-04,16,4430.829000000001,76.06,0
160,2015-01-04,17,4566.073,79.27,0
161,2015-01-04,18,4686.5109999999995,80.56,0
162,2015-01-04,19,4792.645,80.69,0
163,2015-01-04,20,4882.14,81.62,0
164,2015-01-04,21,4958.762,79.24,0
165,2015-01-04,22,5013.805,80.03,0
166,2015-01-04,23,5036.061,80.17,0
167,2015-01-04,24,5021.389,79.34,0
168,2015-01-04,25,5006.713,79.34,0
169,2015-01-04,26,5019.983,79.35,0
170,2015-01-04,27,5036.24,79.33,0
171,2015-01-04,28,5042.487,79.35,0
172,2015-01-04,29,5039.0779999999995,79.35,0
173,2015-01-04,30,5027.229,79.33,0
174,2015-01-04,31,5023.601,80.18,0
175,2015-01-04,32,4986.475,79.35,0
176,2015-01-04,33,4995.267,79.34,0
177,2015-01-04,34,5008.294,80.18,0
178,2015-01-04,35,5021.484,80.21,0
179,2015-01-04,36,5027.458,101.89,0
180,2015-01-04,37,5059.748,122.18,0
181,2015-01-04,38,5160.8820000000005,81.46,0
182,2015-01-04,39,5262.786999999999,87.82,0
183,2015-01-04,40,5313.74,113.45,0
184,2015-01-04,41,5311.005999999999,113.46,0
185,2015-01-04,42,5282.026,102.04,0
186,2015-01-04,43,5255.193,102.03,0
187,2015-01-04,44,5183.093,82.72,0
188,2015-01-04,45,5086.505999999999,82.7,0
189,2015-01-04,46,4969.795999999999,80.64,0
190,2015-01-04,47,4851.7390000000005,133.29,0
191,2015-01-04,48,4750.887,110.1,0
192,2015-01-05,1,4652.2970000000005,81.44,0
193,2015-01-05,2,4543.499,79.09,0
194,2015-01-05,3,4441.609,76.07,0
195,2015-01-05,4,4391.278,74.03,0
196,2015-01-05,5,4336.657999999999,73.99,0
197,2015-01-05,6,4290.104,72.45,0
198,2015-01-05,7,4252.420999999999,72.45,0
199,2015-01-05,8,4236.015,72.24,0
200,2015-01-05,9,4240.622,71.17,0
201,2015-01-05,10,4285.024,71.17,0
202,2015-01-05,11,4378.898,74.01,0
203,2015-01-05,12,4540.771,79.01,0
204,2015-01-05,13,4702.838,80.13,0
205,2015-01-05,14,4897.667,93.9,0
206,2015-01-05,15,5133.722,79.26,0
207,2015-01-05,16,5430.033,80.62,0
208,2015-01-05,17,5688.389,81.47,0
209,2015-01-05,18,5870.773,77.24,0
210,2015-01-05,19,5984.929,79.34,0
211,2015-01-05,20,6064.439,79.39,0
212,2015-01-05,21,6139.948,80.5,0
213,2015-01-05,22,6190.304,80.74,0
214,2015-01-05,23,6204.896,80.59,0
215,2015-01-05,24,6152.746,80.34,0
216,2015-01-05,25,6093.24,79.48,0
217,2015-01-05,26,6091.982,79.47,0
218,2015-01-05,27,6145.778,80.34,0
219,2015-01-05,28,6211.6,80.8,0
220,2015-01-05,29,6238.4580000000005,81.86,0
221,2015-01-05,30,6226.3859999999995,81.65,0
222,2015-01-05,31,6231.505,81.89,0
223,2015-01-05,32,6253.115,82.61,0
224,2015-01-05,33,6261.221,82.67,0
225,2015-01-05,34,6222.415,81.64,0
226,2015-01-05,35,6136.514,80.53,0
227,2015-01-05,36,6001.533,77.43,0
228,2015-01-05,37,5900.21,76.23,0
229,2015-01-05,38,5898.991999999999,76.22,0
230,2015-01-05,39,5903.8330000000005,76.4,0
231,2015-01-05,40,5880.026999999999,76.38,0
232,2015-01-05,41,5845.098000000001,79.25,0
233,2015-01-05,42,5790.781,114.39,0
234,2015-01-05,43,5710.45,80.37,0
235,2015-01-05,44,5593.342,79.53,0
236,2015-01-05,45,5449.321999999999,79.82,0
237,2015-01-05,46,5311.7119999999995,77.78,0
238,2015-01-05,47,5178.124,76.32,0
239,2015-01-05,48,4942.69,72.45,0
240,2015-01-06,1,4714.139,79.77,0
241,2015-01-06,2,4608.969,74.13,0
242,2015-01-06,3,4597.101,76.17,0
243,2015-01-06,4,4554.23,74.12,0
244,2015-01-06,5,4502.706,73.71,0
245,2015-01-06,6,4468.935,73.71,0
246,2015-01-06,7,4433.4929999999995,73.07,0
247,2015-01-06,8,4418.7970000000005,73.07,0
248,2015-01-06,9,4412.605,73.07,0
249,2015-01-06,10,4450.277,73.2,0
250,2015-01-06,11,4548.102,74.09,0
251,2015-01-06,12,4715.337,79.84,0
252,2015-01-06,13,4877.329000000001,80.65,0
253,2015-01-06,14,5007.374,81.5,0
254,2015-01-06,15,5195.504,77.32,0
255,2015-01-06,16,5468.420999999999,79.4,0
256,2015-01-06,17,5743.67,80.7,0
257,2015-01-06,18,5939.905,79.41,0
258,2015-01-06,19,6092.882,80.75,0
259,2015-01-06,20,6174.941999999999,82.57,0
260,2015-01-06,21,6245.501,83.58,0
261,2015-01-06,22,6295.469,86.91,0
262,2015-01-06,23,6309.654,86.92,0
263,2015-01-06,24,6268.78,86.79,0
264,2015-01-06,25,6220.517,82.73,0
265,2015-01-06,26,6205.566999999999,82.73,0
266,2015-01-06,27,6250.709,82.87,0
267,2015-01-06,28,6302.437,86.91,0
268,2015-01-06,29,6324.8369999999995,86.91,0
269,2015-01-06,30,6309.5740000000005,86.88,0
270,2015-01-06,31,6291.781,86.91,0
271,2015-01-06,32,6294.545,86.92,0
272,2015-01-06,33,6280.733,86.86,0
273,2015-01-06,34,6237.772,80.9,0
274,2015-01-06,35,6143.67,79.84,0
275,2015-01-06,36,5981.866999999999,77.42,0
276,2015-01-06,37,5876.553000000001,76.3,0
277,2015-01-06,38,5885.6630000000005,76.33,0
278,2015-01-06,39,5880.454000000001,76.31,0
279,2015-01-06,40,5833.647,76.27,0
280,2015-01-06,41,5777.420999999999,77.42,0
281,2015-01-06,42,5713.045,87.7,0
282,2015-01-06,43,5642.858,81.66,0
283,2015-01-06,44,5520.318,80.55,0
284,2015-01-06,45,5372.575,80.54,0
285,2015-01-06,46,5240.472,79.4,0
286,2015-01-06,47,5117.137,76.29,0
287,2015-01-06,48,5004.1140000000005,74.09,0
288,2015-01-07,1,4908.392,81.17,0
289,2015-01-07,2,4810.125,79.45,0
290,2015-01-07,3,4640.872,74.15,0
291,2015-01-07,4,4561.809,71.39,0
292,2015-01-07,5,4511.329000000001,71.34,0
293,2015-01-07,6,4470.1720000000005,71.32,0
294,2015-01-07,7,4449.268,71.03,0
295,2015-01-07,8,4428.26,71.03,0
296,2015-01-07,9,4429.348,70.97,0
297,2015-01-07,10,4454.590999999999,70.96,0
298,2015-01-07,11,4527.039000000001,71.44,0
299,2015-01-07,12,4662.253,74.7,0
300,2015-01-07,13,4838.35,77.32,0
301,2015-01-07,14,4971.491,79.41,0
302,2015-01-07,15,5162.607,74.18,0
303,2015-01-07,16,5442.791,74.78,0
304,2015-01-07,17,5742.3330000000005,80.57,0
305,2015-01-07,18,5929.483,76.34,0
306,2015-01-07,19,6055.965,79.59,0
307,2015-01-07,20,6151.21,81.71,0
308,2015-01-07,21,6223.215,85.76,0
309,2015-01-07,22,6272.696999999999,86.74,0
310,2015-01-07,23,6281.076,86.75,0
311,2015-01-07,24,6235.61,82.71,0
312,2015-01-07,25,6196.705,86.74,0
313,2015-01-07,26,6219.88,82.74,0
314,2015-01-07,27,6283.576,86.78,0
315,2015-01-07,28,6315.359,86.86,0
316,2015-01-07,29,6311.5869999999995,86.78,0
317,2015-01-07,30,6257.389,82.74,0
318,2015-01-07,31,6232.365,82.7,0
319,2015-01-07,32,6113.1,79.53,0
320,2015-01-07,33,6160.946,80.6,0
321,2015-01-07,34,6116.589,77.54,0
322,2015-01-07,35,6062.380999999999,76.41,0
323,2015-01-07,36,5963.4980000000005,77.42,0
324,2015-01-07,37,5889.111999999999,76.33,0
325,2015-01-07,38,5903.137,76.4,0
326,2015-01-07,39,5915.96,77.45,0
327,2015-01-07,40,5868.308000000001,76.4,0
328,2015-01-07,41,5821.286,78.09,0
329,2015-01-07,42,5773.584,91.79,0
330,2015-01-07,43,5693.2390000000005,86.65,0
331,2015-01-07,44,5568.7609999999995,80.86,0
332,2015-01-07,45,5426.901999999999,86.62,0
333,2015-01-07,46,5273.478,80.81,0
334,2015-01-07,47,5136.545,89.7,0
335,2015-01-07,48,4925.081,77.84,0
336,2015-01-08,1,4732.056,93.61,0
337,2015-01-08,2,4614.58,83.49,0
338,2015-01-08,3,4552.624,80.57,0
339,2015-01-08,4,4478.094,77.8,0
340,2015-01-08,5,4438.021,77.54,0
341,2015-01-08,6,4409.8859999999995,76.39,0
342,2015-01-08,7,4380.354,74.59,0
343,2015-01-08,8,4365.971,74.59,0
344,2015-01-08,9,4366.085,74.01,0
345,2015-01-08,10,4389.439,74.59,0
346,2015-01-08,11,4467.28,77.5,0
347,2015-01-08,12,4606.107,81.37,0
348,2015-01-08,13,4792.998,96.74,0
349,2015-01-08,14,4951.437,142.14,0
350,2015-01-08,15,5160.316,85.39,0
351,2015-01-08,16,5453.566,86.49,0
352,2015-01-08,17,5742.536999999999,96.88,0
353,2015-01-08,18,5911.557,81.49,0
354,2015-01-08,19,6029.151999999999,83.38,0
355,2015-01-08,20,6116.594,81.78,0
356,2015-01-08,21,6175.27,81.49,0
357,2015-01-08,22,6217.206999999999,82.68,0
358,2015-01-08,23,6221.376,83.21,0
359,2015-01-08,24,6172.889,80.55,0
360,2015-01-08,25,6135.321,80.52,0
361,2015-01-08,26,6157.04,80.61,0
362,2015-01-08,27,6215.979,82.65,0
363,2015-01-08,28,6253.363,82.65,0
364,2015-01-08,29,6252.245,82.66,0
365,2015-01-08,30,6223.608,82.59,0
366,2015-01-08,31,6213.245,81.69,0
367,2015-01-08,32,6191.775,80.83,0
368,2015-01-08,33,6187.73,88.61,0
369,2015-01-08,34,6140.798000000001,85.62,0
370,2015-01-08,35,6062.585,77.41,0
371,2015-01-08,36,5931.406999999999,74.73,0
372,2015-01-08,37,5860.8769999999995,74.37,0
373,2015-01-08,38,5883.133000000001,74.71,0
374,2015-01-08,39,5905.94,76.25,0
375,2015-01-08,40,5862.224,76.27,0
376,2015-01-08,41,5810.427,77.44,0
377,2015-01-08,42,5746.135,170.55,0
378,2015-01-08,43,5664.866,149.48,0
379,2015-01-08,44,5527.023,81.53,0
380,2015-01-08,45,5385.194,116.22,0
381,2015-01-08,46,5228.097,77.39,0
382,2015-01-08,47,5093.698,74.19,0
383,2015-01-08,48,4889.1179999999995,72.34,0
384,2015-01-09,1,4693.902,72.07,0
385,2015-01-09,2,4570.879,71.05,0
386,2015-01-09,3,4538.003,62.61,0
387,2015-01-09,4,4461.892,56.4,0
388,2015-01-09,5,4433.532999999999,0.0,0
389,2015-01-09,6,4402.207,0.0,0
390,2015-01-09,7,4378.62,71.02,0
391,2015-01-09,8,4356.538,71.01,0
392,2015-01-09,9,4355.812,71.0,0
393,2015-01-09,10,4383.292,71.46,0
394,2015-01-09,11,4456.539000000001,74.06,0
395,2015-01-09,12,4598.184,76.18,0
396,2015-01-09,13,4792.79,81.39,0
397,2015-01-09,14,4937.69,83.35,0
398,2015-01-09,15,5154.66,80.72,0
399,2015-01-09,16,5425.206999999999,83.42,0
400,2015-01-09,17,5715.783,94.05,0
401,2015-01-09,18,5870.763000000001,83.5,0
402,2015-01-09,19,5979.9980000000005,83.65,0
403,2015-01-09,20,6044.976,77.98,0
404,2015-01-09,21,6117.17,107.63,0
405,2015-01-09,22,6145.017,113.37,0
406,2015-01-09,23,6050.379,77.96,0
407,2015-01-09,24,6028.734,76.6,0
408,2015-01-09,25,6025.976,76.6,0
409,2015-01-09,26,6069.085999999999,80.69,0
410,2015-01-09,27,6043.356,77.99,0
411,2015-01-09,28,6061.019,77.98,0
412,2015-01-09,29,6076.5509999999995,80.68,0
413,2015-01-09,30,6046.507,76.38,0
414,2015-01-09,31,6026.433000000001,76.26,0
415,2015-01-09,32,6017.1140000000005,76.26,0
416,2015-01-09,33,6009.996999999999,76.26,0
417,2015-01-09,34,5980.217,74.77,0
418,2015-01-09,35,5920.234,74.37,0
419,2015-01-09,36,5788.066999999999,73.88,0
420,2015-01-09,37,5714.526,73.63,0
421,2015-01-09,38,5724.347,73.61,0
422,2015-01-09,39,5745.519,74.14,0
423,2015-01-09,40,5714.079000000001,73.93,0
424,2015-01-09,41,5664.985,74.34,0
425,2015-01-09,42,5596.235,88.59,0
426,2015-01-09,43,5506.328,78.04,0
427,2015-01-09,44,5365.597,74.79,0
428,2015-01-09,45,5220.478,76.28,0
429,2015-01-09,46,5072.099,74.2,0
430,2015-01-09,47,4942.248,72.72,0
431,2015-01-09,48,4798.103,72.38,0
432,2015-01-10,1,4675.219,76.21,0
433,2015-01-10,2,4567.186,74.25,0
434,2015-01-10,3,4501.652,73.84,0
435,2015-01-10,4,4430.954000000001,73.73,0
436,2015-01-10,5,4375.484,73.73,0
437,2015-01-10,6,4329.75,73.73,0
438,2015-01-10,7,4286.59,73.22,0
439,2015-01-10,8,4264.946,73.16,0
440,2015-01-10,9,4250.891,73.1,0
441,2015-01-10,10,4253.197,73.09,0
442,2015-01-10,11,4298.265,73.32,0
443,2015-01-10,12,4356.205,73.33,0
444,2015-01-10,13,4424.418,73.73,0
445,2015-01-10,14,4478.78,73.73,0
446,2015-01-10,15,4570.208,74.14,0
447,2015-01-10,16,4776.532999999999,76.18,0
448,2015-01-10,17,5017.24,74.33,0
449,2015-01-10,18,5196.055,76.24,0
450,2015-01-10,19,5329.161999999999,81.38,0
451,2015-01-10,20,5432.13,101.94,0
452,2015-01-10,21,5521.63,148.11,0
453,2015-01-10,22,5574.64,189.67,0
454,2015-01-10,23,5581.757,189.66,0
455,2015-01-10,24,5550.079000000001,175.16,0
456,2015-01-10,25,5508.818,148.47,0
457,2015-01-10,26,5480.648,133.86,0
458,2015-01-10,27,5472.507,144.85,0
459,2015-01-10,28,5462.303000000001,148.01,0
460,2015-01-10,29,5446.32,148.12,0
461,2015-01-10,30,5415.460999999999,135.26,0
462,2015-01-10,31,5378.141,123.0,0
463,2015-01-10,32,5345.305,102.9,0
464,2015-01-10,33,5314.923000000001,96.68,0
465,2015-01-10,34,5268.434,85.51,0
466,2015-01-10,35,5236.78,84.45,0
467,2015-01-10,36,5217.68,144.69,0
468,2015-01-10,37,5237.987,122.85,0
469,2015-01-10,38,5304.063,151.44,0
470,2015-01-10,39,5342.496,175.2,0
471,2015-01-10,40,5317.581999999999,151.44,0
472,2015-01-10,41,5295.555,151.44,0
473,2015-01-10,42,5295.142,171.56,0
474,2015-01-10,43,5263.651999999999,144.7,0
475,2015-01-10,44,5175.986,110.14,0
476,2015-01-10,45,5076.3279999999995,88.53,0
477,2015-01-10,46,4983.25,77.31,0
478,2015-01-10,47,4876.002,75.95,0
479,2015-01-10,48,4790.8859999999995,85.55,0
480,2015-01-11,1,4702.803,81.52,0
481,2015-01-11,2,4607.657,78.39,0
482,2015-01-11,3,4489.833,75.23,0
483,2015-01-11,4,4432.971,75.11,0
484,2015-01-11,5,4361.016,74.67,0
485,2015-01-11,6,4315.058,74.03,0
486,2015-01-11,7,4268.986,73.0,0
487,2015-01-11,8,4254.687,73.0,0
488,2015-01-11,9,4231.299,71.4,0
489,2015-01-11,10,4226.274,70.96,0
490,2015-01-11,11,4240.965,71.4,0
491,2015-01-11,12,4287.42,73.0,0
492,2015-01-11,13,4330.535,73.0,0
493,2015-01-11,14,4348.68,73.01,0
494,2015-01-11,15,4363.014,73.01,0
495,2015-01-11,16,4461.534000000001,74.67,0
496,2015-01-11,17,4612.08,75.14,0
497,2015-01-11,18,4746.081,88.36,0
498,2015-01-11,19,4848.359,96.45,0
499,2015-01-11,20,4954.518,100.6,0
500,2015-01-11,21,5034.113,75.27,0
501,2015-01-11,22,5079.26,75.29,0
502,2015-01-11,23,5080.19,75.2,0
503,2015-01-11,24,5051.612,74.82,0
504,2015-01-11,25,5041.036,74.83,0
505,2015-01-11,26,5068.068,75.2,0
506,2015-01-11,27,5074.698,75.19,0
507,2015-01-11,28,5098.275,75.25,0
508,2015-01-11,29,5102.231,75.29,0
509,2015-01-11,30,5092.013,75.25,0
510,2015-01-11,31,5065.369000000001,75.18,0
511,2015-01-11,32,5046.523,75.18,0
512,2015-01-11,33,5022.249,74.82,0
513,2015-01-11,34,5013.8,74.83,0
514,2015-01-11,35,5009.74,74.83,0
515,2015-01-11,36,5027.895,96.54,0
516,2015-01-11,37,5081.487,120.86,0
517,2015-01-11,38,5179.48,78.42,0
518,2015-01-11,39,5278.741,82.52,0
519,2015-01-11,40,5312.244000000001,96.71,0
520,2015-01-11,41,5289.899,88.58,0
521,2015-01-11,42,5286.604,94.12,0
522,2015-01-11,43,5268.443,96.69,0
523,2015-01-11,44,5218.559,88.58,0
524,2015-01-11,45,5106.113,78.38,0
525,2015-01-11,46,4988.8859999999995,75.28,0
526,2015-01-11,47,4857.130999999999,80.45,0
527,2015-01-11,48,4744.406,78.35,0
528,2015-01-12,1,4661.373,77.31,0
529,2015-01-12,2,4595.088,75.23,0
530,2015-01-12,3,4481.066,74.12,0
531,2015-01-12,4,4428.424,74.06,0
532,2015-01-12,5,4370.031,72.28,0
533,2015-01-12,6,4331.877,72.24,0
534,2015-01-12,7,4309.71,72.23,0
535,2015-01-12,8,4285.447,71.41,0
536,2015-01-12,9,4290.531,71.09,0
537,2015-01-12,10,4309.288,71.09,0
538,2015-01-12,11,4391.159000000001,71.46,0
539,2015-01-12,12,4527.745,74.07,0
540,2015-01-12,13,4722.5740000000005,78.33,0
541,2015-01-12,14,4893.795,85.57,0
542,2015-01-12,15,5127.255999999999,77.32,0
543,2015-01-12,16,5398.553000000001,75.23,0
544,2015-01-12,17,5711.121,78.39,0
545,2015-01-12,18,5906.363,76.81,0
546,2015-01-12,19,6038.51,78.53,0
547,2015-01-12,20,6120.172,83.86,0
548,2015-01-12,21,6188.008000000001,102.1,0
549,2015-01-12,22,6231.575,107.08,0
550,2015-01-12,23,6230.119000000001,97.65,0
551,2015-01-12,24,6176.3330000000005,81.66,0
552,2015-01-12,25,6143.5109999999995,79.57,0
553,2015-01-12,26,6163.257,79.59,0
554,2015-01-12,27,6199.036,82.68,0
555,2015-01-12,28,6244.984,88.66,0
556,2015-01-12,29,6274.073,97.64,0
557,2015-01-12,30,6252.741999999999,94.08,0
558,2015-01-12,31,6239.249,90.08,0
559,2015-01-12,32,6241.818,90.06,0
560,2015-01-12,33,6231.635,79.58,0
561,2015-01-12,34,6200.647,79.59,0
562,2015-01-12,35,6133.472,78.07,0
563,2015-01-12,36,5998.596,75.23,0
564,2015-01-12,37,5906.348000000001,74.39,0
565,2015-01-12,38,5919.031,74.86,0
566,2015-01-12,39,5925.174,75.31,0
567,2015-01-12,40,5902.590999999999,75.28,0
568,2015-01-12,41,5848.249,75.45,0
569,2015-01-12,42,5794.911,100.82,0
570,2015-01-12,43,5712.329000000001,84.61,0
571,2015-01-12,44,5577.09,79.12,0
572,2015-01-12,45,5421.062,79.14,0
573,2015-01-12,46,5269.696,76.4,0
574,2015-01-12,47,5120.029,74.2,0
575,2015-01-12,48,4937.73,72.23,0
576,2015-01-13,1,4774.565,73.14,0
577,2015-01-13,2,4656.656,70.5,0
578,2015-01-13,3,4592.0070000000005,70.5,0
579,2015-01-13,4,4517.919,66.29,0
580,2015-01-13,5,4483.104,66.06,0
581,2015-01-13,6,4452.976,66.07,0
582,2015-01-13,7,4425.845,65.48,0
583,2015-01-13,8,4405.388,65.44,0
584,2015-01-13,9,4413.246,65.46,0
585,2015-01-13,10,4439.6359999999995,66.07,0
586,2015-01-13,11,4511.05,66.3,0
587,2015-01-13,12,4652.974,70.52,0
588,2015-01-13,13,4844.9,74.14,0
589,2015-01-13,14,5000.138,75.3,0
590,2015-01-13,15,5215.657,70.63,0
591,2015-01-13,16,5490.349,74.23,0
592,2015-01-13,17,5788.37,78.47,0
593,2015-01-13,18,5941.804,74.1,0
594,2015-01-13,19,6074.925,77.39,0
595,2015-01-13,20,6164.897,78.5,0
596,2015-01-13,21,6232.7880000000005,80.63,0
597,2015-01-13,22,6285.559,83.7,0
598,2015-01-13,23,6289.311,83.7,0
599,2015-01-13,24,6231.058000000001,80.9,0
600,2015-01-13,25,6179.251,79.58,0
601,2015-01-13,26,6198.102,79.14,0
602,2015-01-13,27,6266.385,81.69,0
603,2015-01-13,28,6295.965999999999,83.23,0
604,2015-01-13,29,6309.111999999999,83.91,0
605,2015-01-13,30,6275.057,82.2,0
606,2015-01-13,31,6283.173000000001,82.69,0
607,2015-01-13,32,6273.894,81.63,0
608,2015-01-13,33,6276.653,81.71,0
609,2015-01-13,34,6244.715999999999,79.61,0
610,2015-01-13,35,6175.856,78.51,0
611,2015-01-13,36,6055.433000000001,75.33,0
612,2015-01-13,37,5982.603,75.4,0
613,2015-01-13,38,6004.575,77.47,0
