TRADING_DATE,PERIOD,DEMAND,USEP
11-Feb-14,15,5193.556,129.13
11-Feb-14,16,5417.698,129.38
11-Feb-14,17,5661.551,129.61
11-Feb-14,18,5832.469,129.55
11-Feb-14,19,5971.649,130.64
11-Feb-14,20,6091.525,144.02
11-Feb-14,21,6179.504,145.59
11-Feb-14,22,6248.239,150.64
11-Feb-14,23,6247.747,150.63
11-Feb-14,24,6205.994,145.58
11-Feb-14,25,6145.952,145.57
11-Feb-14,26,6151.106,145.58
11-Feb-14,27,6187.854,145.58
11-Feb-14,28,6249.263,150.64
11-Feb-14,29,6307.82,152.21
11-Feb-14,30,6319.768,153.11
11-Feb-14,31,6327.595,153.52
11-Feb-14,32,6338.569,151.17
11-Feb-14,33,6334.101,150.75
11-Feb-14,34,6290.459,150.61
11-Feb-14,35,6214.692,145.58
11-Feb-14,36,6084.453,130.81
11-Feb-14,37,5997.185,148.64
11-Feb-14,38,5972.106,148.14
11-Feb-14,39,5980.878,150.49
11-Feb-14,40,5970.436,150.51
11-Feb-14,41,5910.488,148.58
11-Feb-14,42,5840.331,152.18
11-Feb-14,43,5746.185,149.14
11-Feb-14,44,5591.513,141.66
11-Feb-14,45,5435.083,129.2
11-Feb-14,46,5291.012,128.56
11-Feb-14,47,5169.888,126.94
11-Feb-14,48,5089.936,130.98
12-Feb-14,1,4977.326,150.45
12-Feb-14,2,4829.677,150.23
12-Feb-14,3,4592.578,131.95
12-Feb-14,4,4497.08,127.75
12-Feb-14,5,4474.198,125.7
12-Feb-14,6,4481.365,128.3
12-Feb-14,7,4452.215,128.1
12-Feb-14,8,4453.2,128.1
12-Feb-14,9,4446.177,128.03
12-Feb-14,10,4475.261,128.33
12-Feb-14,11,4565.477,130.02
12-Feb-14,12,4733.517,132.79
12-Feb-14,13,4903.829,142.42
12-Feb-14,14,5003.627,132.61
12-Feb-14,15,5172.816,127.59
12-Feb-14,16,5403.747,128.42
12-Feb-14,17,5652.073,132.44
12-Feb-14,18,5847.796,144.8
12-Feb-14,19,5953.573,133.34
12-Feb-14,20,6066.064,137.94
12-Feb-14,21,6151.886,150.54
12-Feb-14,22,6228.295,180.27
12-Feb-14,23,6240.267,189.33
12-Feb-14,24,6197.6,177.2
12-Feb-14,25,6180.19,175.9
12-Feb-14,26,6193.599,189.34
12-Feb-14,27,6240.561,193.2
12-Feb-14,28,6277.155,206.7
12-Feb-14,29,6300.553,224.2
12-Feb-14,30,6288.362,338.72
12-Feb-14,31,6256.147,189.35
12-Feb-14,32,6271.052,193.21
12-Feb-14,33,6299.584,202.36
12-Feb-14,34,6278.83,193.55
12-Feb-14,35,6195.831,185.95
12-Feb-14,36,6057.943,159.22
12-Feb-14,37,5947.828,186.04
12-Feb-14,38,5949.035,191.67
12-Feb-14,39,5954.567,186.21
12-Feb-14,40,5922.262,183.18
12-Feb-14,41,5883.71,160.71
12-Feb-14,42,5799.314,178.57
12-Feb-14,43,5706.663,154.16
12-Feb-14,44,5572.289,150.57
12-Feb-14,45,5414.373,131.78
12-Feb-14,46,5294.601,128.76
12-Feb-14,47,5157.473,128.65
12-Feb-14,48,5024.108,128.53
13-Feb-14,1,4888.691,139.65
13-Feb-14,2,4744.089,130
13-Feb-14,3,4592.926,124.99
13-Feb-14,4,4502.403,123.59
13-Feb-14,5,4482.542,123.58
13-Feb-14,6,4491.245,123.65
13-Feb-14,7,4477.284,123.58
13-Feb-14,8,4462.677,123.57
13-Feb-14,9,4465.669,123.56
13-Feb-14,10,4480.475,123.57
13-Feb-14,11,4587.032,126.37
13-Feb-14,12,4730.506,131.85
13-Feb-14,13,4895.216,139.09
13-Feb-14,14,5012.548,134.44
13-Feb-14,15,5172.91,127.32
13-Feb-14,16,5407.658,128.96
13-Feb-14,17,5640.781,131.02
13-Feb-14,18,5829.885,132.18
13-Feb-14,19,5959.477,144.35
13-Feb-14,20,6062.113,145.52
13-Feb-14,21,6154.982,147.99
13-Feb-14,22,6220.815,155.75
13-Feb-14,23,6229.96,158.05
13-Feb-14,24,6207.301,157.08
13-Feb-14,25,6171.706,148.98
13-Feb-14,26,6196.288,155.75
13-Feb-14,27,6234.398,158.05
13-Feb-14,28,6269.556,160.82
13-Feb-14,29,6304.241,168.12
13-Feb-14,30,6302.919,168.12
13-Feb-14,31,6305.32,170.96
13-Feb-14,32,6325.836,178.3
13-Feb-14,33,6310.245,179.23
13-Feb-14,34,6262.861,170.95
13-Feb-14,35,6176.994,155.74
13-Feb-14,36,6039.688,145.62
13-Feb-14,37,5937.266,150.48
13-Feb-14,38,5919.051,150.47
13-Feb-14,39,5926.293,150.48
13-Feb-14,40,5899.981,150.48
13-Feb-14,41,5850.406,149.09
13-Feb-14,42,5774.047,150.65
13-Feb-14,43,5684.368,153.85
13-Feb-14,44,5561.718,150.66
13-Feb-14,45,5411.967,147.01
13-Feb-14,46,5289.899,135.43
13-Feb-14,47,5123.409,129.78
13-Feb-14,48,4997.916,127.62
14-Feb-14,1,4876.743,137.63
14-Feb-14,2,4772.771,131.82
14-Feb-14,3,4684.424,130
14-Feb-14,4,4639.485,126.14
14-Feb-14,5,4578.846,124.54
14-Feb-14,6,4530.026,124.4
14-Feb-14,7,4505.36,124.33
14-Feb-14,8,4474.307,122.92
14-Feb-14,9,4470.227,122.92
14-Feb-14,10,4501.597,124.29
14-Feb-14,11,4570.129,125.2
14-Feb-14,12,4761.558,131.84
14-Feb-14,13,4932.65,143.3
14-Feb-14,14,5049.51,147.68
14-Feb-14,15,5203.769,126.32
14-Feb-14,16,5433.925,127.38
14-Feb-14,17,5665.124,132.94
14-Feb-14,18,5847.871,144.69
14-Feb-14,19,6003.661,145.5
14-Feb-14,20,6120.739,148.55
14-Feb-14,21,6202.023,157.07
14-Feb-14,22,6273.641,176.02
14-Feb-14,23,6277.776,177.19
14-Feb-14,24,6226.237,158.1
14-Feb-14,25,6203.564,158.1
14-Feb-14,26,6211.6,158.03
14-Feb-14,27,6242.524,159.03
14-Feb-14,28,6303.998,178.17
14-Feb-14,29,6319.613,180.11
14-Feb-14,30,6324.489,185.19
14-Feb-14,31,6321.681,180.14
14-Feb-14,32,6304.738,178.23
14-Feb-14,33,6281.19,165.9
14-Feb-14,34,6227.614,157.1
14-Feb-14,35,6153.526,148.98
14-Feb-14,36,6017.537,148
14-Feb-14,37,5893.018,136.37
14-Feb-14,38,5849.327,136.36
14-Feb-14,39,5860.147,139.41
14-Feb-14,40,5812.201,147.48
14-Feb-14,41,5723.949,139.44
14-Feb-14,42,5635.687,136.34
14-Feb-14,43,5567.016,148.07
14-Feb-14,44,5434.412,147.04
14-Feb-14,45,5288.587,129.52
14-Feb-14,46,5179.992,129.97
14-Feb-14,47,5064.286,126.48
14-Feb-14,48,4913.928,126.48
15-Feb-14,1,4791.965,131.88
15-Feb-14,2,4723.975,137.3
15-Feb-14,3,4650.991,130.07
15-Feb-14,4,4558.653,128.23
15-Feb-14,5,4534.002,128.22
15-Feb-14,6,4505.002,128.24
15-Feb-14,7,4443.846,127.19
15-Feb-14,8,4431.103,127.19
15-Feb-14,9,4408.604,124.96
15-Feb-14,10,4408.31,124.96
15-Feb-14,11,4447.36,127.21
15-Feb-14,12,4510.285,128.28
15-Feb-14,13,4594.984,129.25
15-Feb-14,14,4656.448,130.06
15-Feb-14,15,4718.001,136.74
15-Feb-14,16,4911.965,148.41
15-Feb-14,17,5126.227,129.25
15-Feb-14,18,5301.887,136.79
15-Feb-14,19,5455.345,148.54
15-Feb-14,20,5546.227,153.6
15-Feb-14,21,5641.198,167.13
15-Feb-14,22,5705.287,155.13
15-Feb-14,23,5713.706,155.72
15-Feb-14,24,5680.993,157.08
15-Feb-14,25,5653.932,153.57
15-Feb-14,26,5632.536,153.57
15-Feb-14,27,5612.204,153.55
15-Feb-14,28,5598.422,150.06
15-Feb-14,29,5569.954,148.5
15-Feb-14,30,5542.723,148.49
15-Feb-14,31,5512.217,148.49
15-Feb-14,32,5472.139,148.46
15-Feb-14,33,5441.837,134.9
15-Feb-14,34,5408.314,130.9
15-Feb-14,35,5377.406,129.44
15-Feb-14,36,5321.946,129.46
15-Feb-14,37,5299.064,133.31
15-Feb-14,38,5351.94,142.91
15-Feb-14,39,5400.228,147.29
15-Feb-14,40,5413.612,148.47
15-Feb-14,41,5409.363,148.48
15-Feb-14,42,5381.332,143.98
15-Feb-14,43,5360.761,143.94
15-Feb-14,44,5272.106,137.6
15-Feb-14,45,5170.863,128.91
15-Feb-14,46,5083.902,126.77
15-Feb-14,47,4986.823,128.5
15-Feb-14,48,4896.364,145.03
16-Feb-14,1,4810.12,156.16
16-Feb-14,2,4696.168,205.18
16-Feb-14,3,4586.082,186.34
16-Feb-14,4,4518.147,170.53
16-Feb-14,5,4451.574,161.41
16-Feb-14,6,4405.791,153.29
16-Feb-14,7,4373.192,155.64
16-Feb-14,8,4345.008,153.28
16-Feb-14,9,4338.02,153.24
16-Feb-14,10,4344.361,148.18
16-Feb-14,11,4348.342,148.19
16-Feb-14,12,4379.465,148.18
16-Feb-14,13,4438.682,148.2
16-Feb-14,14,4454.775,148.2
16-Feb-14,15,4482.696,148.35
16-Feb-14,16,4566.451,148.26
16-Feb-14,17,4703.32,148.25
16-Feb-14,18,4817.227,148.47
16-Feb-14,19,4920.315,153.55
16-Feb-14,20,5037.696,156.14
16-Feb-14,21,5126.068,148.51
16-Feb-14,22,5165.729,148.49
16-Feb-14,23,5188.019,148.53
16-Feb-14,24,5158.443,148.48
16-Feb-14,25,5145.426,148.47
16-Feb-14,26,5166.822,148.54
16-Feb-14,27,5198.501,148.53
16-Feb-14,28,5217.407,153.59
16-Feb-14,29,5200.603,148.53
16-Feb-14,30,5200.573,151.1
16-Feb-14,31,5194.917,148.53
16-Feb-14,32,5207.874,153.58
16-Feb-14,33,5190.683,148.55
16-Feb-14,34,5161.32,148.56
16-Feb-14,35,5159.988,148.53
16-Feb-14,36,5124.478,156.16
16-Feb-14,37,5142.936,156.16
16-Feb-14,38,5227.963,153.67
16-Feb-14,39,5323.014,165.62
16-Feb-14,40,5360.026,179.84
16-Feb-14,41,5296.544,160.57
16-Feb-14,42,5307.776,160.75
16-Feb-14,43,5335.623,165.66
16-Feb-14,44,5222.854,153.65
16-Feb-14,45,5115.705,148.57
16-Feb-14,46,5001.132,147.3
16-Feb-14,47,4845.337,148.51
16-Feb-14,48,4774.997,148.48
17-Feb-14,1,4641.727,148.29
17-Feb-14,2,4552.073,142.57
17-Feb-14,3,4479.173,130
17-Feb-14,4,4430.417,126.96
17-Feb-14,5,4375.2,126.05
17-Feb-14,6,4361.811,127.81
17-Feb-14,7,4328.075,126.05
17-Feb-14,8,4301.147,124.96
17-Feb-14,9,4310.034,124.96
17-Feb-14,10,4347.97,125.1
17-Feb-14,11,4464.467,126.07
17-Feb-14,12,4623.372,145.82
17-Feb-14,13,4806.75,148.28
17-Feb-14,14,4932.626,148.28
17-Feb-14,15,5107.758,128.02
17-Feb-14,16,5391.188,132.78
17-Feb-14,17,5686.465,148.5
17-Feb-14,18,5940.084,148.52
17-Feb-14,19,6061.019,148.5
17-Feb-14,20,6125.068,186.38
17-Feb-14,21,6189.116,193.15
17-Feb-14,22,6234.81,206.88
17-Feb-14,23,6271.817,195.43
17-Feb-14,24,6223.553,180.37
17-Feb-14,25,6223.181,170.28
17-Feb-14,26,6240.844,174.26
17-Feb-14,27,6280.733,174.26
17-Feb-14,28,6313.232,178.24
17-Feb-14,29,6307.994,176.03
17-Feb-14,30,6322.859,185.13
17-Feb-14,31,6317.894,180.04
17-Feb-14,32,6308.317,180.04
17-Feb-14,33,6305.101,202.41
17-Feb-14,34,6275.644,175.97
17-Feb-14,35,6196.904,165.8
17-Feb-14,36,6057.953,145.56
17-Feb-14,37,5947.738,148.58
17-Feb-14,38,5927.018,156.76
17-Feb-14,39,5937.515,161.62
17-Feb-14,40,5912.396,159.4
17-Feb-14,41,5846.196,148.6
17-Feb-14,42,5783.808,161.68
17-Feb-14,43,5698.08,163.81
17-Feb-14,44,5556.664,153.76
17-Feb-14,45,5387.555,143.42
17-Feb-14,46,5269.035,132.99
17-Feb-14,47,5132.116,128.95
17-Feb-14,48,4988.225,128.06
18-Feb-14,1,4832.49,147.71
18-Feb-14,2,4696.839,132.19
18-Feb-14,3,4542.744,127.18
18-Feb-14,4,4474.317,124.07
18-Feb-14,5,4469.148,123.88
18-Feb-14,6,4483.442,124.07
18-Feb-14,7,4450.292,123.82
18-Feb-14,8,4436.635,123.81
18-Feb-14,9,4433.305,123.78
18-Feb-14,10,4476.877,124.07
18-Feb-14,11,4570.541,127.21
18-Feb-14,12,4742.911,136.79
18-Feb-14,13,4898.999,147.52
18-Feb-14,14,5025.281,150.57
18-Feb-14,15,5198.56,128.08
18-Feb-14,16,5454.779,130.81
18-Feb-14,17,5717.418,143.02
18-Feb-14,18,5899.082,140.15
18-Feb-14,19,6018.804,150.61
18-Feb-14,20,6128.641,155.67
18-Feb-14,21,6210.413,170.83
18-Feb-14,22,6268.179,185.36
18-Feb-14,23,6271.747,186.99
18-Feb-14,24,6227.147,175.29
18-Feb-14,25,6186.79,175.96
18-Feb-14,26,6226.873,184.35
18-Feb-14,27,6294.942,193.75
18-Feb-14,28,6340.179,206.71
18-Feb-14,29,6366.312,228.91
18-Feb-14,30,6371.212,228.9
18-Feb-14,31,6362.887,219.99
18-Feb-14,32,6346.829,202.14
18-Feb-14,33,6341.665,202.17
18-Feb-14,34,6289.436,189.86
18-Feb-14,35,6214.095,185.08
18-Feb-14,36,6061.571,150.6
18-Feb-14,37,5962.395,142.98
18-Feb-14,38,5962.166,164.46
18-Feb-14,39,5965.58,170.87
18-Feb-14,40,5950.357,169.12
18-Feb-14,41,5908.326,160.7
18-Feb-14,42,5849.894,175.42
18-Feb-14,43,5752.343,184.47
18-Feb-14,44,5613.352,156.14
18-Feb-14,45,5464.346,150.59
18-Feb-14,46,5336.692,139.78
18-Feb-14,47,5211.224,131.25
18-Feb-14,48,5025.391,128.09
19-Feb-14,1,4868.547,150.27
19-Feb-14,2,4753.079,133.93
19-Feb-14,3,4695.87,127.89
19-Feb-14,4,4642.333,126.13
19-Feb-14,5,4594.551,125.44
19-Feb-14,6,4560.035,125.13
19-Feb-14,7,4523.933,125.06
19-Feb-14,8,4496.215,124.91
19-Feb-14,9,4497.308,124.9
19-Feb-14,10,4502.81,124.9
19-Feb-14,11,4597.414,126.11
19-Feb-14,12,4752.398,131.96
19-Feb-14,13,4916.354,133.95
19-Feb-14,14,5054.401,150.49
19-Feb-14,15,5204.112,126.28
19-Feb-14,16,5474.614,129.11
19-Feb-14,17,5729.997,142.99
19-Feb-14,18,5888.416,137.01
19-Feb-14,19,6033.868,142.97
19-Feb-14,20,6117.767,155.62
19-Feb-14,21,6194.742,175.29
19-Feb-14,22,6259.491,185.97
19-Feb-14,23,6259.099,185.98
19-Feb-14,24,6225.924,184.34
19-Feb-14,25,6192.322,175.29
19-Feb-14,26,6224.965,184.33
19-Feb-14,27,6285.161,191.35
19-Feb-14,28,6318.624,193.24
19-Feb-14,29,6338.813,194.43
19-Feb-14,30,6332.829,193.38
19-Feb-14,31,6334.046,193.37
19-Feb-14,32,6347.44,195.42
19-Feb-14,33,6317.859,193.24
19-Feb-14,34,6290.141,193.39
19-Feb-14,35,6206.993,170.93
19-Feb-14,36,6071.427,143.09
19-Feb-14,37,5952.793,132.11
19-Feb-14,38,5925.438,143
19-Feb-14,39,5946.898,157.64
19-Feb-14,40,5929.811,153.05
19-Feb-14,41,5896.135,150.59
19-Feb-14,42,5847.707,175.71
19-Feb-14,43,5761.318,184.49
19-Feb-14,44,5618.734,155.72
19-Feb-14,45,5448.343,143.06
19-Feb-14,46,5312.915,134.07
19-Feb-14,47,5197.586,129.09
19-Feb-14,48,5062.02,128.2
20-Feb-14,1,4922.084,150.48
20-Feb-14,2,4757.582,173.2
20-Feb-14,3,4636.612,186.75
20-Feb-14,4,4542.759,173.34
20-Feb-14,5,4528.361,163.2
20-Feb-14,6,4533.897,150.27
20-Feb-14,7,4497.626,172.89
20-Feb-14,8,4486.141,159.23
20-Feb-14,9,4457.016,150.26
20-Feb-14,10,4494.132,136.05
20-Feb-14,11,4558.504,128.96
20-Feb-14,12,4705.019,150.27
20-Feb-14,13,4851.833,134.45
20-Feb-14,14,4964.101,138.67
20-Feb-14,15,5113.877,127.26
20-Feb-14,16,5364.767,127.81
20-Feb-14,17,5552.171,128.56
20-Feb-14,18,5745.176,131.75
20-Feb-14,19,5925.666,138.42
20-Feb-14,20,6035.946,147.47
20-Feb-14,21,6115.351,150.58
20-Feb-14,22,6171.547,154.13
20-Feb-14,23,6180.096,154.13
20-Feb-14,24,6147.746,151.66
20-Feb-14,25,6111.356,150.61
20-Feb-14,26,6139.56,154.11
20-Feb-14,27,6189.31,165.88
20-Feb-14,28,6232.415,164.15
20-Feb-14,29,6258.731,165.18
20-Feb-14,30,6277.796,191.46
20-Feb-14,31,6314.127,202.35
20-Feb-14,32,6304.902,202.43
20-Feb-14,33,6268.388,174.26
20-Feb-14,34,6203.31,173.21
20-Feb-14,35,6111.574,155.64
20-Feb-14,36,5957.559,142.32
20-Feb-14,37,5847.916,132.93
20-Feb-14,38,5833.597,130.46
20-Feb-14,39,5852.14,133.98
20-Feb-14,40,5835.67,505.32
20-Feb-14,41,5797.053,506.35
20-Feb-14,42,5766.925,556.08
20-Feb-14,43,5698.17,574.46
20-Feb-14,44,5564.462,505.51
20-Feb-14,45,5401.754,222.47
20-Feb-14,46,5263.697,187.04
20-Feb-14,47,5118.171,155.65
20-Feb-14,48,4989.279,150.54
21-Feb-14,1,4865.615,187.06
21-Feb-14,2,4764.098,166.58
21-Feb-14,3,4682.769,185.12
21-Feb-14,4,4636.041,153.42
21-Feb-14,5,4586.947,134.93
21-Feb-14,6,4541.69,129.45
21-Feb-14,7,4508.078,125.09
21-Feb-14,8,4485.609,124.78
21-Feb-14,9,4470.729,123.76
21-Feb-14,10,4502.462,124.79
21-Feb-14,11,4592.976,128.96
21-Feb-14,12,4750.242,132.77
21-Feb-14,13,4916.582,136.17
21-Feb-14,14,5038.67,150.44
21-Feb-14,15,5179.878,129.11
21-Feb-14,16,5428.269,129.48
21-Feb-14,17,5668.041,141.02
21-Feb-14,18,5963.319,155.68
21-Feb-14,19,6040.921,153.75
21-Feb-14,20,6133.904,164.23
21-Feb-14,21,6200.483,175.32
21-Feb-14,22,6249.372,200.72
21-Feb-14,23,6253.816,181.61
21-Feb-14,24,6208.812,171
21-Feb-14,25,6168.933,162.69
21-Feb-14,26,6220.755,173.53
21-Feb-14,27,6246.932,177.88
21-Feb-14,28,6293.322,192.17
21-Feb-14,29,6335.353,303.45
21-Feb-14,30,6304.639,202.93
21-Feb-14,31,6292.746,163.52
21-Feb-14,32,6262.12,160.54
21-Feb-14,33,6237.474,155.76
21-Feb-14,34,6190.776,155.14
21-Feb-14,35,6053.654,145.33
21-Feb-14,36,5924.205,133.48
21-Feb-14,37,5828.264,130.43
21-Feb-14,38,5804.622,131.34
21-Feb-14,39,5785.771,131.38
21-Feb-14,40,5770.712,131.34
21-Feb-14,41,5754.823,133.52
21-Feb-14,42,5712.448,149.49
21-Feb-14,43,5637.173,134.99
21-Feb-14,44,5530.412,131.55
21-Feb-14,45,5376.968,131.37
21-Feb-14,46,5267.609,129.53
21-Feb-14,47,5157.667,129.4
21-Feb-14,48,5034.938,129.34
22-Feb-14,1,4910.116,133.91
22-Feb-14,2,4789.181,127.38
22-Feb-14,3,4709.438,127.27
22-Feb-14,4,4651.771,127.15
22-Feb-14,5,4583.94,124.81
22-Feb-14,6,4528.207,124.37
22-Feb-14,7,4481.707,124.1
22-Feb-14,8,4453.369,123.84
22-Feb-14,9,4434.935,123.82
22-Feb-14,10,4440.635,123.83
22-Feb-14,11,4453.89,123.84
22-Feb-14,12,4523.938,127.22
22-Feb-14,13,4584.686,127.23
22-Feb-14,14,4652.064,127.26
22-Feb-14,15,4735.923,128.13
22-Feb-14,16,4909.5,132.83
22-Feb-14,17,5122.042,128.42
22-Feb-14,18,5293.418,131.29
22-Feb-14,19,5432.667,129.34
22-Feb-14,20,5515.224,131.23
22-Feb-14,21,5597.696,131.29
22-Feb-14,22,5660.427,131.4
22-Feb-14,23,5684.741,132.85
22-Feb-14,24,5631.775,132.32
22-Feb-14,25,5586.653,131.32
22-Feb-14,26,5563.478,131.31
22-Feb-14,27,5556.256,131.29
22-Feb-14,28,5554.74,131.31
22-Feb-14,29,5585.967,131.31
22-Feb-14,30,5621.05,131.31
22-Feb-14,31,5583.323,129.45
22-Feb-14,32,5512.818,128.58
22-Feb-14,33,5470.345,128.48
22-Feb-14,34,5415.143,128.58
22-Feb-14,35,5352.695,127.67
22-Feb-14,36,5323.745,127.53
22-Feb-14,37,5325.007,127.58
22-Feb-14,38,5361.83,127.62
22-Feb-14,39,5363.216,127.62
22-Feb-14,40,5357.576,128.19
22-Feb-14,41,5374.618,130.05
22-Feb-14,42,5379.573,132.19
22-Feb-14,43,5341.781,128.23
22-Feb-14,44,5264.045,128.18
22-Feb-14,45,5162.458,127.51
22-Feb-14,46,5077.789,127.52
22-Feb-14,47,4992.042,127.5
22-Feb-14,48,4873.174,128.27
23-Feb-14,1,4763.243,134.95
23-Feb-14,2,4692.704,132.79
23-Feb-14,3,4609.869,129.14
23-Feb-14,4,4539.792,128.6
23-Feb-14,5,4476.096,126.6
23-Feb-14,6,4436.157,124.78
23-Feb-14,7,4389.256,124.06
23-Feb-14,8,4361.841,123.85
23-Feb-14,9,4338.641,123.76
23-Feb-14,10,4325.714,123.61
23-Feb-14,11,4349.535,123.76
23-Feb-14,12,4391.596,124.01
23-Feb-14,13,4426.476,124.61
23-Feb-14,14,4455.839,124.78
23-Feb-14,15,4490.852,125.05
23-Feb-14,16,4590.973,128.64
23-Feb-14,17,4702.162,129.27
23-Feb-14,18,4799.206,133.78
23-Feb-14,19,4882.205,134.88
23-Feb-14,20,4958.967,134.13
23-Feb-14,21,5063.923,129.37
23-Feb-14,22,5127.102,129.52
23-Feb-14,23,5149.511,129.55
23-Feb-14,24,5142.752,129.55
23-Feb-14,25,5123.131,129.53
23-Feb-14,26,5108.335,128.99
23-Feb-14,27,5138.503,128.99
23-Feb-14,28,5135.859,129.06
23-Feb-14,29,5207.009,132.66
23-Feb-14,30,5189.485,131.04
23-Feb-14,31,5183.437,130.67
23-Feb-14,32,5157.389,130.16
23-Feb-14,33,5119.975,129.01
23-Feb-14,34,5086.676,128.9
23-Feb-14,35,5059.778,128.77
23-Feb-14,36,5027.21,130.63
23-Feb-14,37,5062.715,132.9
23-Feb-14,38,5136.694,128.99
23-Feb-14,39,5210.21,132.97
23-Feb-14,40,5248.976,135.01
23-Feb-14,41,5325.41,152.01
23-Feb-14,42,5343.674,160.7
23-Feb-14,43,5352.193,160.72
23-Feb-14,44,5263.846,148.51
23-Feb-14,45,5157.135,130.39
23-Feb-14,46,5068.943,128.7
23-Feb-14,47,4993.021,155.15
23-Feb-14,48,4859.07,141.42
24-Feb-14,1,4727.618,140.47
24-Feb-14,2,4596.37,127.09
24-Feb-14,3,4503.734,125.94
24-Feb-14,4,4447.136,124.98
24-Feb-14,5,4376.87,124.88
24-Feb-14,6,4345.947,124.81
24-Feb-14,7,4317.494,124.75
24-Feb-14,8,4308.503,123.74
24-Feb-14,9,4299.403,123.72
24-Feb-14,10,4321.4,123.57
24-Feb-14,11,4427.167,124.81
24-Feb-14,12,4584.263,125.04
24-Feb-14,13,4764.49,125.15
24-Feb-14,14,4922.099,126.11
24-Feb-14,15,5120.159,126.16
24-Feb-14,16,5402.141,126.38
24-Feb-14,17,5649.091,126.48
24-Feb-14,18,5825.809,128.41
24-Feb-14,19,5953.22,130.89
24-Feb-14,20,6031.781,132.96
24-Feb-14,21,6120.128,134.25
24-Feb-14,22,6198.544,137.16
24-Feb-14,23,6222.112,142.66
24-Feb-14,24,6175.722,134.96
24-Feb-14,25,6121.46,131.47
24-Feb-14,26,6129.774,132.9
24-Feb-14,27,6181.328,134.87
24-Feb-14,28,6226.262,143.01
24-Feb-14,29,6252.568,149.7
24-Feb-14,30,6248.88,147.46
24-Feb-14,31,6231.118,140.64
24-Feb-14,32,6223.757,134.96
24-Feb-14,33,6218.499,132.92
24-Feb-14,34,6184.708,134.94
24-Feb-14,35,6114.934,131.35
24-Feb-14,36,5975.575,128.56
24-Feb-14,37,5885.33,126.87
24-Feb-14,38,5860.301,126.49
24-Feb-14,39,5871.633,131.35
24-Feb-14,40,5883.953,131.72
24-Feb-14,41,5863.258,132.85
24-Feb-14,42,5797.157,147.02
24-Feb-14,43,5704.561,138.1
24-Feb-14,44,5579.575,131.44
24-Feb-14,45,5411.878,127.31
24-Feb-14,46,5270.342,126.02
24-Feb-14,47,5115.437,125.32
24-Feb-14,48,4966.819,124.87
25-Feb-14,1,4821.477,131.39
25-Feb-14,2,4681.183,124.84
25-Feb-14,3,4560.969,123.16
25-Feb-14,4,4461.36,122.63
25-Feb-14,5,4438.722,122.62
25-Feb-14,6,4438.901,122.61
25-Feb-14,7,4410.368,121.17
25-Feb-14,8,4388.44,120.9
25-Feb-14,9,4381.343,119.94
25-Feb-14,10,4403.634,121.09
25-Feb-14,11,4500.668,122.85
25-Feb-14,12,4658.003,124.62
25-Feb-14,13,4818.132,127.22
25-Feb-14,14,4942.302,132.39
25-Feb-14,15,5100.015,123.25
25-Feb-14,16,5362.451,127.17
25-Feb-14,17,5632.685,129.19
25-Feb-14,18,5810.576,129.36
25-Feb-14,19,5925.075,131.35
25-Feb-14,20,5971.475,130.65
25-Feb-14,21,6064.096,133.96
25-Feb-14,22,6139.804,133.87
25-Feb-14,23,6171.676,134.95
25-Feb-14,24,6129.103,131.4
25-Feb-14,25,6096.152,131.35
25-Feb-14,26,6119.422,131.39
25-Feb-14,27,6192.695,131.4
25-Feb-14,28,6238.419,133.88
25-Feb-14,29,6257.17,150.69
25-Feb-14,30,6257.936,150.69
25-Feb-14,31,6255.207,150.69
25-Feb-14,32,6256.907,150.69
25-Feb-14,33,6263.681,150.69
25-Feb-14,34,6215.368,133.88
25-Feb-14,35,6120.008,134.94
25-Feb-14,36,5968.031,129.47
25-Feb-14,37,5858.01,129.07
25-Feb-14,38,5868.288,129.1
25-Feb-14,39,5883.332,129.42
25-Feb-14,40,5874.664,129.42
25-Feb-14,41,5818.304,129.39
25-Feb-14,42,5759.634,132.62
25-Feb-14,43,5695.963,134.04
25-Feb-14,44,5554.676,130.41
25-Feb-14,45,5400.268,127.7
25-Feb-14,46,5262.942,127.42
25-Feb-14,47,5108.902,126.72
25-Feb-14,48,4932.521,123.63
26-Feb-14,1,4842.614,127.29
26-Feb-14,2,4756.26,150.45
26-Feb-14,3,4645.191,155.89
26-Feb-14,4,4618.591,150.4
26-Feb-14,5,4576.262,150.4
26-Feb-14,6,4532.108,150.41
26-Feb-14,7,4477.075,138.25
26-Feb-14,8,4460.421,126.41
26-Feb-14,9,4454.437,123.79
26-Feb-14,10,4484.66,124.8
26-Feb-14,11,4572.639,123.79
26-Feb-14,12,4720.72,124.51
26-Feb-14,13,4884.521,127.2
26-Feb-14,14,5019.024,129.82
26-Feb-14,15,5179.391,124.29
26-Feb-14,16,5413.582,125.27
26-Feb-14,17,5662.147,128.27
26-Feb-14,18,5816.461,130.06
26-Feb-14,19,5946.446,130.5
26-Feb-14,20,6046.676,131.36
26-Feb-14,21,6118.453,138.54
26-Feb-14,22,6182.576,147.46
26-Feb-14,23,6179.743,140.49
26-Feb-14,24,6148.71,131.6
26-Feb-14,25,6127.433,131.32
26-Feb-14,26,6163.128,133.8
26-Feb-14,27,6263.641,150.58
26-Feb-14,28,6277.398,150.57
26-Feb-14,29,6273.914,150.57
26-Feb-14,30,6270.719,150.57
