date,price
6/24/16,1.3531
6/23/16,1.3366
6/22/16,1.3381
6/21/16,1.3425
6/20/16,1.344
6/19/16,1.3463
6/18/16,1.3499
6/17/16,1.3486
6/16/16,1.3488
6/15/16,1.3522
6/14/16,1.356
6/13/16,1.3557
6/12/16,1.3606
6/11/16,1.3603
6/10/16,1.3603
6/9/16,1.3528
6/8/16,1.3468
6/7/16,1.3523
6/6/16,1.3558
6/5/16,1.3567
6/4/16,1.3566
6/3/16,1.3566
6/2/16,1.376
6/1/16,1.3774
5/31/16,1.378
5/30/16,1.3816
5/29/16,1.3802
5/28/16,1.3799
5/27/16,1.3795
5/26/16,1.3736
5/25/16,1.3782
5/24/16,1.3814
5/23/16,1.3778
5/22/16,1.3816
5/21/16,1.3816
5/20/16,1.3816
5/19/16,1.3807
5/18/16,1.382
5/17/16,1.3695
5/16/16,1.3698
5/15/16,1.3741
5/14/16,1.3721
5/13/16,1.3721
5/12/16,1.373
5/11/16,1.3667
5/10/16,1.3684
5/9/16,1.3722
5/8/16,1.3611
5/7/16,1.3613
5/6/16,1.3613
5/5/16,1.3588
5/4/16,1.3578
5/3/16,1.3526
5/2/16,1.3422
5/1/16,1.3454
4/30/16,1.3443
4/29/16,1.3443
4/28/16,1.3449
4/27/16,1.3491
4/26/16,1.3518
4/25/16,1.3516
4/24/16,1.3556
4/23/16,1.3543
4/22/16,1.3541
4/21/16,1.3494
4/20/16,1.3443
4/19/16,1.3364
4/18/16,1.3519
4/17/16,1.3575
4/16/16,1.3575
4/15/16,1.3575
4/14/16,1.3634
4/13/16,1.3511
4/12/16,1.3441
4/11/16,1.3443
4/10/16,1.3487
4/9/16,1.3488
4/8/16,1.3488
4/7/16,1.3526
4/6/16,1.3474
4/5/16,1.3559
4/4/16,1.3519
4/3/16,1.3509
4/2/16,1.3507
4/1/16,1.3507
3/31/16,1.3479
3/30/16,1.3504
3/29/16,1.3543
3/28/16,1.3705
3/27/16,1.3703
3/26/16,1.3723
3/25/16,1.3723
3/24/16,1.37
3/23/16,1.3671
3/22/16,1.3608
3/21/16,1.3603
3/20/16,1.3587
3/19/16,1.3591
3/18/16,1.3591
3/17/16,1.351
3/16/16,1.3663
3/15/16,1.3814
3/14/16,1.3766
3/13/16,1.3732
3/12/16,1.3733
3/11/16,1.3733
3/10/16,1.382
3/9/16,1.3817
3/8/16,1.3849
3/7/16,1.3787
3/6/16,1.3764
3/5/16,1.3747
3/4/16,1.3747
3/3/16,1.3892
3/2/16,1.3983
3/1/16,1.4007
2/29/16,1.4056
2/28/16,1.4088
2/27/16,1.4079
2/26/16,1.4079
2/25/16,1.4017
2/24/16,1.4052
2/23/16,1.4084
2/22/16,1.3992
2/21/16,1.4048
2/20/16,1.4053
2/19/16,1.4053
2/18/16,1.4028
2/17/16,1.4046
2/16/16,1.4052
2/15/16,1.3997
2/14/16,1.3946
2/13/16,1.3979
2/12/16,1.3979
2/11/16,1.3888
2/10/16,1.3916
2/9/16,1.3968
2/8/16,1.4063
2/7/16,1.4087
2/6/16,1.4086
2/5/16,1.4086
2/4/16,1.398
2/3/16,1.4149
2/2/16,1.4292
2/1/16,1.4225
1/31/16,1.4239
1/30/16,1.4242
1/29/16,1.4242
1/28/16,1.4274
1/27/16,1.4314
1/26/16,1.4262
1/25/16,1.4301
1/24/16,1.4297
1/23/16,1.4297
1/22/16,1.4299
1/21/16,1.4331
1/20/16,1.4377
1/19/16,1.4377
1/18/16,1.4395
1/17/16,1.4405
1/16/16,1.4396
1/15/16,1.4396
1/14/16,1.4371
1/13/16,1.4371
1/12/16,1.4378
1/11/16,1.4327
1/10/16,1.4418
1/9/16,1.4428
1/8/16,1.4428
1/7/16,1.4328
1/6/16,1.4361
1/5/16,1.4261
1/4/16,1.4248
1/3/16,1.4172
1/2/16,1.4111
1/1/16,1.4111
12/31/15,1.4113
12/30/15,1.4146
12/29/15,1.4123
12/28/15,1.4071
12/27/15,1.4069
12/26/15,1.4034
12/25/15,1.4034
12/24/15,1.4055
12/23/15,1.4046
12/22/15,1.4041
12/21/15,1.4078
12/20/15,1.4128
12/19/15,1.4132
12/18/15,1.4132
12/17/15,1.4183
12/16/15,1.4078
12/15/15,1.4061
12/14/15,1.4077
12/13/15,1.4121
12/12/15,1.4136
12/11/15,1.4136
12/10/15,1.4039
12/9/15,1.4048
12/8/15,1.4078
12/7/15,1.4062
12/6/15,1.398
12/5/15,1.3978
12/4/15,1.3981
12/3/15,1.3968
12/2/15,1.4119
12/1/15,1.4065
11/30/15,1.4111
11/29/15,1.4146
11/28/15,1.4136
11/27/15,1.4136
11/26/15,1.4085
11/25/15,1.4046
11/24/15,1.4097
11/23/15,1.417
11/22/15,1.4114
11/21/15,1.4128
11/20/15,1.4128
11/19/15,1.413
11/18/15,1.4215
11/17/15,1.4243
11/16/15,1.4219
11/15/15,1.4242
11/14/15,1.4241
11/13/15,1.4241
11/12/15,1.4191
11/11/15,1.42
11/10/15,1.4218
11/9/15,1.4233
11/8/15,1.4213
11/7/15,1.4205
11/6/15,1.4205
11/5/15,1.4068
11/4/15,1.4032
11/3/15,1.3963
11/2/15,1.3984
11/1/15,1.401
10/31/15,1.401
10/30/15,1.401
10/29/15,1.4034
10/28/15,1.4026
10/27/15,1.3968
10/26/15,1.3925
10/25/15,1.398
10/24/15,1.3979
10/23/15,1.3979
10/22/15,1.3944
10/21/15,1.3945
10/20/15,1.3915
10/19/15,1.3894
10/18/15,1.3835
10/17/15,1.3841
10/16/15,1.3843
10/15/15,1.3765
10/14/15,1.378
10/13/15,1.4037
10/12/15,1.3986
10/11/15,1.3947
10/10/15,1.3949
10/9/15,1.3952
10/8/15,1.4048
10/7/15,1.4119
10/6/15,1.4203
10/5/15,1.4214
10/4/15,1.432
10/3/15,1.4328
10/2/15,1.4328
10/1/15,1.4301
9/30/15,1.4225
9/29/15,1.428
9/28/15,1.4286
9/27/15,1.4243
9/26/15,1.4275
9/25/15,1.4253
9/24/15,1.426
9/23/15,1.4264
9/22/15,1.4173
9/21/15,1.4101
9/20/15,1.4027
9/19/15,1.3997
9/18/15,1.4006
9/17/15,1.3984
9/16/15,1.3968
9/15/15,1.4029
9/14/15,1.4072
9/13/15,1.4137
9/12/15,1.4116
9/11/15,1.4116
9/10/15,1.4127
9/9/15,1.4171
9/8/15,1.4177
9/7/15,1.4273
9/6/15,1.4258
9/5/15,1.424
9/4/15,1.4246
9/3/15,1.4163
9/2/15,1.4158
9/1/15,1.4127
8/31/15,1.4118
8/30/15,1.4093
8/29/15,1.4089
8/28/15,1.4089
8/27/15,1.3992
8/26/15,1.4071
8/25/15,1.4053
8/24/15,1.4109
8/23/15,1.4086
8/22/15,1.4025
8/21/15,1.4082
8/20/15,1.403
8/19/15,1.4035
8/18/15,1.4035
8/17/15,1.4084
8/16/15,1.4066
8/15/15,1.4067
8/14/15,1.4067
8/13/15,1.3975
8/12/15,1.3991
8/11/15,1.4012
8/10/15,1.3816
8/9/15,1.3845
8/8/15,1.3846
8/7/15,1.3846
8/6/15,1.384
8/5/15,1.384
8/4/15,1.381
8/3/15,1.3777
8/2/15,1.3708
8/1/15,1.3721
7/31/15,1.3721
7/30/15,1.3757
7/29/15,1.3691
7/28/15,1.3635
7/27/15,1.3691
7/26/15,1.3714
7/25/15,1.3718
7/24/15,1.3718
7/23/15,1.369
7/22/15,1.365
7/21/15,1.3639
7/20/15,1.3712
7/19/15,1.3678
7/18/15,1.3694
7/17/15,1.3677
7/16/15,1.3659
7/15/15,1.3662
7/14/15,1.361
7/13/15,1.3566
7/12/15,1.3514
7/11/15,1.351
7/10/15,1.351
7/9/15,1.3496
7/8/15,1.3497
7/7/15,1.354
7/6/15,1.3488
7/5/15,1.3518
7/4/15,1.3458
7/3/15,1.346
7/2/15,1.3486
7/1/15,1.3532
6/30/15,1.3468
6/29/15,1.3458
6/28/15,1.3556
6/27/15,1.35
6/26/15,1.35
6/25/15,1.3434
6/24/15,1.3436
6/23/15,1.3409
6/22/15,1.3355
6/21/15,1.3357
6/20/15,1.3339
6/19/15,1.3339
6/18/15,1.3343
6/17/15,1.3359
6/16/15,1.3424
6/15/15,1.3471
6/14/15,1.3428
6/13/15,1.3439
6/12/15,1.3439
6/11/15,1.3448
6/10/15,1.3413
6/9/15,1.3518
6/8/15,1.353
6/7/15,1.3583
6/6/15,1.3579
6/5/15,1.3579
6/4/15,1.3469
6/3/15,1.3433
6/2/15,1.3484
6/1/15,1.3562
5/31/15,1.3475
5/30/15,1.3477
5/29/15,1.3478
5/28/15,1.348
5/27/15,1.3511
5/26/15,1.3502
5/25/15,1.3415
5/24/15,1.3372
5/23/15,1.3364
5/22/15,1.3364
5/21/15,1.3364
5/20/15,1.3376
5/19/15,1.3357
5/18/15,1.3284
5/17/15,1.3207
5/16/15,1.3207
5/15/15,1.3207
5/14/15,1.3197
5/13/15,1.3252
5/12/15,1.3355
5/11/15,1.3373
5/10/15,1.327
5/9/15,1.3289
5/8/15,1.3289
5/7/15,1.332
5/6/15,1.3242
5/5/15,1.3316
5/4/15,1.3325
5/3/15,1.3291
5/2/15,1.3314
5/1/15,1.3302
4/30/15,1.3237
4/29/15,1.3225
4/28/15,1.3176
4/27/15,1.3273
4/26/15,1.3325
4/25/15,1.333
4/24/15,1.333
4/23/15,1.3418
4/22/15,1.3478
4/21/15,1.3518
4/20/15,1.3485
4/19/15,1.3445
4/18/15,1.3461
4/17/15,1.3463
4/16/15,1.3495
4/15/15,1.3572
4/14/15,1.3605
4/13/15,1.3713
4/12/15,1.3682
4/11/15,1.3682
4/10/15,1.3682
4/9/15,1.3594
4/8/15,1.3572
4/7/15,1.3606
4/6/15,1.3548
4/5/15,1.3499
4/4/15,1.3505
4/3/15,1.3505
4/2/15,1.3578
4/1/15,1.3632
3/31/15,1.373
3/30/15,1.3764
3/29/15,1.3701
3/28/15,1.3695
3/27/15,1.3695
3/26/15,1.371
3/25/15,1.3703
3/24/15,1.367
3/23/15,1.3658
3/22/15,1.3772
3/21/15,1.3787
3/20/15,1.3787
3/19/15,1.3872
3/18/15,1.3785
3/17/15,1.3889
3/16/15,1.3905
3/15/15,1.3917
3/14/15,1.3926
3/13/15,1.3926
3/12/15,1.3814
3/11/15,1.3884
3/10/15,1.3908
3/9/15,1.3804
3/8/15,1.3785
3/7/15,1.3781
3/6/15,1.3781
3/5/15,1.3711
3/4/15,1.3677
3/3/15,1.3625
3/2/15,1.3655
3/1/15,1.3631
2/28/15,1.3628
2/27/15,1.3626
2/26/15,1.3573
2/25/15,1.3538
2/24/15,1.3577
2/23/15,1.3596
2/22/15,1.3599
2/21/15,1.36
2/20/15,1.36
2/19/15,1.3588
2/18/15,1.3557
2/17/15,1.3554
2/16/15,1.3565
2/15/15,1.3544
2/14/15,1.354
2/13/15,1.354
2/12/15,1.3568
2/11/15,1.3611
2/10/15,1.3553
2/9/15,1.3541
2/8/15,1.3544
2/7/15,1.353
2/6/15,1.353
2/5/15,1.3447
2/4/15,1.3491
2/3/15,1.3468
2/2/15,1.3522
2/1/15,1.3523
1/31/15,1.3535
1/30/15,1.3535
1/29/15,1.3532
1/28/15,1.3533
1/27/15,1.3388
1/26/15,1.3446
1/25/15,1.3463
1/24/15,1.3446
1/23/15,1.3446
1/22/15,1.3396
1/21/15,1.3355
1/20/15,1.3375
1/19/15,1.3324
1/18/15,1.326
1/17/15,1.3266
1/16/15,1.3268
1/15/15,1.326
1/14/15,1.334
1/13/15,1.3337
1/12/15,1.335
1/11/15,1.3323
1/10/15,1.3335
1/9/15,1.3335
1/8/15,1.3375
1/7/15,1.3391
1/6/15,1.3345
1/5/15,1.3347
1/4/15,1.3282
1/3/15,1.3314
1/2/15,1.3314
1/1/15,1.3227
12/31/14,1.3255
12/30/14,1.3216
12/29/14,1.3242
12/28/14,1.3234
12/27/14,1.324
12/26/14,1.324
12/25/14,1.3227
12/24/14,1.3235
12/23/14,1.3255
12/22/14,1.3187
12/21/14,1.3155
12/20/14,1.3149
12/19/14,1.3149
12/18/14,1.3145
12/17/14,1.3116
12/16/14,1.3029
12/15/14,1.3117
12/14/14,1.3111
12/13/14,1.3139
12/12/14,1.3139
12/11/14,1.3135
12/10/14,1.3108
12/9/14,1.316
12/8/14,1.3199
12/7/14,1.3227
12/6/14,1.3227
12/5/14,1.3227
12/4/14,1.3121
12/3/14,1.3127
12/2/14,1.3114
12/1/14,1.306
11/30/14,1.305
11/29/14,1.3039
11/28/14,1.3035
11/27/14,1.2994
11/26/14,1.2977
11/25/14,1.3003
11/24/14,1.3031
11/23/14,1.2996
11/22/14,1.2992
11/21/14,1.2999
11/20/14,1.3003
11/19/14,1.3076
11/18/14,1.2977
11/17/14,1.2983
11/16/14,1.2963
11/15/14,1.2976
11/14/14,1.297
11/13/14,1.292
11/12/14,1.2909
11/11/14,1.2923
11/10/14,1.2896
11/9/14,1.2876
11/8/14,1.2889
11/7/14,1.2892
11/6/14,1.2962
11/5/14,1.2941
11/4/14,1.289
11/3/14,1.2912
11/2/14,1.2873
11/1/14,1.2864
10/31/14,1.2864
10/30/14,1.2785
10/29/14,1.2776
10/28/14,1.2721
10/27/14,1.2746
10/26/14,1.2758
10/25/14,1.2754
10/24/14,1.2755
10/23/14,1.2769
10/22/14,1.2734
10/21/14,1.2714
10/20/14,1.2697
10/19/14,1.274
10/18/14,1.2752
10/17/14,1.2754
10/16/14,1.2737
10/15/14,1.2734
10/14/14,1.2756
10/13/14,1.2717
10/12/14,1.2749
10/11/14,1.2759
10/10/14,1.2768
10/9/14,1.2718
10/8/14,1.2734
10/7/14,1.275
10/6/14,1.2761
10/5/14,1.2814
10/4/14,1.282
10/3/14,1.2824
10/2/14,1.2722
10/1/14,1.2721
9/30/14,1.2759
9/29/14,1.2738
9/28/14,1.2743
9/27/14,1.2743
9/26/14,1.2747
9/25/14,1.2705
9/24/14,1.2673
9/23/14,1.2691
9/22/14,1.2702
9/21/14,1.2663
9/20/14,1.2666
9/19/14,1.2665
9/18/14,1.2668
9/17/14,1.2681
9/16/14,1.2613
9/15/14,1.264
9/14/14,1.2628
9/13/14,1.263
9/12/14,1.263
9/11/14,1.2633
9/10/14,1.2636
9/9/14,1.2626
9/8/14,1.2594
9/7/14,1.2541
9/6/14,1.2538
9/5/14,1.2535
9/4/14,1.2558
9/3/14,1.2515
9/2/14,1.2536
9/1/14,1.2496
8/31/14,1.249
8/30/14,1.2488
8/29/14,1.2488
8/28/14,1.2497
8/27/14,1.2475
8/26/14,1.2496
8/25/14,1.2502
8/24/14,1.2501
8/23/14,1.2493
8/22/14,1.2493
8/21/14,1.2495
8/20/14,1.2509
8/19/14,1.2479
8/18/14,1.2454
8/17/14,1.2453
8/16/14,1.2452
8/15/14,1.2456
8/14/14,1.246
8/13/14,1.2496
8/12/14,1.2506
8/11/14,1.2502
8/10/14,1.252
8/9/14,1.2521
8/8/14,1.2521
8/7/14,1.2524
8/6/14,1.2483
8/5/14,1.2476
8/4/14,1.2462
8/3/14,1.2472
8/2/14,1.2467
8/1/14,1.247
7/31/14,1.2474
7/30/14,1.2441
7/29/14,1.2429
7/28/14,1.2417
7/27/14,1.2415
7/26/14,1.2419
7/25/14,1.2421
7/24/14,1.2413
7/23/14,1.2371
7/22/14,1.2401
7/21/14,1.2396
7/20/14,1.2412
7/19/14,1.241
7/18/14,1.2415
7/17/14,1.2438
7/16/14,1.2425
7/15/14,1.2436
7/14/14,1.2413
7/13/14,1.2411
7/12/14,1.2407
7/11/14,1.2409
7/10/14,1.2413
7/9/14,1.2422
7/8/14,1.2434
7/7/14,1.2468
7/6/14,1.2458
7/5/14,1.246
7/4/14,1.2464
7/3/14,1.2472
7/2/14,1.2476
7/1/14,1.2455
6/30/14,1.2469
6/29/14,1.2497
6/28/14,1.2498
6/27/14,1.2497
6/26/14,1.2494
6/25/14,1.2498
6/24/14,1.2491
6/23/14,1.2487
6/22/14,1.2495
6/21/14,1.2489
6/20/14,1.2489
6/19/14,1.2497
6/18/14,1.2487
6/17/14,1.2537
6/16/14,1.2509
6/15/14,1.2508
6/14/14,1.2509
6/13/14,1.2509
6/12/14,1.2481
6/11/14,1.2504
6/10/14,1.2496
6/9/14,1.2499
6/8/14,1.2522
6/7/14,1.2518
6/6/14,1.2517
6/5/14,1.2524
6/4/14,1.258
6/3/14,1.2564
6/2/14,1.2568
6/1/14,1.2539
5/31/14,1.2543
5/30/14,1.2545
5/29/14,1.2545
5/28/14,1.2558
5/27/14,1.2566
5/26/14,1.2533
5/25/14,1.2529
5/24/14,1.2529
5/23/14,1.2533
5/22/14,1.2513
5/21/14,1.251
5/20/14,1.2527
5/19/14,1.2506
5/18/14,1.251
5/17/14,1.2511
5/16/14,1.251
5/15/14,1.2524
5/14/14,1.2506
5/13/14,1.2518
5/12/14,1.2505
5/11/14,1.2483
5/10/14,1.2488
5/9/14,1.2488
5/8/14,1.2475
5/7/14,1.2494
5/6/14,1.2477
5/5/14,1.2504
5/4/14,1.2511
5/3/14,1.2532
5/2/14,1.2531
5/1/14,1.2534
4/30/14,1.2536
4/29/14,1.2559
4/28/14,1.2568
4/27/14,1.2561
4/26/14,1.2563
4/25/14,1.2566
4/24/14,1.2581
4/23/14,1.2554
4/22/14,1.2558
4/21/14,1.2526
4/20/14,1.2524
4/19/14,1.2526
4/18/14,1.2527
4/17/14,1.2528
4/16/14,1.2509
4/15/14,1.2532
4/14/14,1.2534
4/13/14,1.2478
4/12/14,1.2485
4/11/14,1.2487
4/10/14,1.2499
4/9/14,1.2465
4/8/14,1.2517
4/7/14,1.2593
4/6/14,1.2592
4/5/14,1.2588
4/4/14,1.2588
4/3/14,1.2634
4/2/14,1.2625
4/1/14,1.2594
3/31/14,1.2578
3/30/14,1.259
3/29/14,1.259
3/28/14,1.259
3/27/14,1.2634
3/26/14,1.2672
3/25/14,1.2678
3/24/14,1.271
3/23/14,1.274
3/22/14,1.2743
3/21/14,1.2743
3/20/14,1.2774
3/19/14,1.2735
3/18/14,1.2638
3/17/14,1.2647
3/16/14,1.2657
3/15/14,1.2653
3/14/14,1.2653
3/13/14,1.2671
3/12/14,1.2671
3/11/14,1.2679
3/10/14,1.2684
3/9/14,1.269
3/8/14,1.2685
3/7/14,1.2687
3/6/14,1.2632
3/5/14,1.27
3/4/14,1.2691
3/3/14,1.2706
3/2/14,1.2688
3/1/14,1.2676
2/28/14,1.2673
2/27/14,1.2646
2/26/14,1.2669
2/25/14,1.2638
2/24/14,1.2631
2/23/14,1.267
2/22/14,1.2677
2/21/14,1.267
2/20/14,1.264
2/19/14,1.2646
2/18/14,1.2616
2/17/14,1.2592
2/16/14,1.2589
2/15/14,1.2592
2/14/14,1.2594
2/13/14,1.2653
2/12/14,1.2656
2/11/14,1.267
2/10/14,1.2706
2/9/14,1.2683
2/8/14,1.2682
2/7/14,1.269
2/6/14,1.2681
2/5/14,1.2682
2/4/14,1.2687
2/3/14,1.2758
2/2/14,1.2771
2/1/14,1.2767
1/31/14,1.2767
1/30/14,1.2755
1/29/14,1.2769
1/28/14,1.2739
1/27/14,1.2765
1/26/14,1.2796
1/25/14,1.2786
1/24/14,1.279
1/23/14,1.2784
1/22/14,1.2789
1/21/14,1.2784
1/20/14,1.2764
1/19/14,1.2752
1/18/14,1.2759
1/17/14,1.2755
1/16/14,1.2724
1/15/14,1.2733
1/14/14,1.2692
1/13/14,1.2653
1/12/14,1.2638
1/11/14,1.2641
1/10/14,1.2645
1/9/14,1.2711
1/8/14,1.2738
1/7/14,1.2714
1/6/14,1.2679
1/5/14,1.2671
1/4/14,1.2667
1/3/14,1.2665
1/2/14,1.2671
1/1/14,1.2631
12/31/13,1.2629
12/30/13,1.2673
12/29/13,1.2693
12/28/13,1.2686
12/27/13,1.2692
12/26/13,1.2694
12/25/13,1.2673
12/24/13,1.2678
12/23/13,1.2678
12/22/13,1.2663
12/21/13,1.2662
12/20/13,1.2665
12/19/13,1.2658
12/18/13,1.2622
12/17/13,1.2578
12/16/13,1.256
12/15/13,1.2555
12/14/13,1.2552
12/13/13,1.2557
12/12/13,1.2561
12/11/13,1.252
12/10/13,1.2488
12/9/13,1.2496
12/8/13,1.2496
12/7/13,1.2496
12/6/13,1.2495
12/5/13,1.2539
12/4/13,1.2547
12/3/13,1.2529
12/2/13,1.2565
12/1/13,1.2548
11/30/13,1.2551
11/29/13,1.255
11/28/13,1.2563
11/27/13,1.2549
11/26/13,1.2514
11/25/13,1.2503
11/24/13,1.2498
11/23/13,1.2498
11/22/13,1.25
11/21/13,1.25
11/20/13,1.2468
11/19/13,1.2432
11/18/13,1.2465
11/17/13,1.2469
11/16/13,1.2465
11/15/13,1.247
11/14/13,1.247
11/13/13,1.2463
11/12/13,1.2496
11/11/13,1.2493
11/10/13,1.2469
11/9/13,1.2468
11/8/13,1.2456
11/7/13,1.2454
11/6/13,1.243
11/5/13,1.2432
11/4/13,1.2427
11/3/13,1.2438
11/2/13,1.2435
11/1/13,1.2435
10/31/13,1.2422
10/30/13,1.24
10/29/13,1.2423
10/28/13,1.238
10/27/13,1.2359
10/26/13,1.2359
10/25/13,1.237
10/24/13,1.2372
10/23/13,1.239
10/22/13,1.2356
10/21/13,1.2421
10/20/13,1.2388
10/19/13,1.2388
10/18/13,1.2376
10/17/13,1.2396
10/16/13,1.2433
10/15/13,1.2436
10/14/13,1.2436
10/13/13,1.2463
10/12/13,1.2463
10/11/13,1.246
10/10/13,1.2484
10/9/13,1.25
10/8/13,1.2499
10/7/13,1.2482
10/4/13,1.2463
10/3/13,1.2486
10/2/13,1.2487
10/1/13,1.2514
9/30/13,1.2561
9/27/13,1.256
9/26/13,1.255
9/25/13,1.2545
9/24/13,1.2543
9/23/13,1.2503
9/20/13,1.2515
9/19/13,1.2465
9/18/13,1.2469
9/17/13,1.2595
9/16/13,1.262
9/13/13,1.269
9/12/13,1.2675
9/11/13,1.2659
9/10/13,1.2685
9/9/13,1.269
9/6/13,1.2738
9/5/13,1.2809
9/4/13,1.2745
9/3/13,1.2786
9/2/13,1.2731
8/30/13,1.2745
8/29/13,1.2757
8/28/13,1.2752
8/27/13,1.2832
8/26/13,1.2809
8/23/13,1.2787
8/22/13,1.282
8/21/13,1.284
8/20/13,1.2738
8/19/13,1.2773
8/16/13,1.2703
8/15/13,1.2685
8/14/13,1.2698
8/13/13,1.2678
8/12/13,1.2631
8/9/13,1.2572
8/8/13,1.2604
8/7/13,1.2671
8/6/13,1.2667
8/5/13,1.2685
8/2/13,1.2718
8/1/13,1.2763
7/31/13,1.2708
7/30/13,1.2712
7/29/13,1.2663
7/26/13,1.2641
7/25/13,1.2646
7/24/13,1.2678
7/23/13,1.264
7/22/13,1.2605
7/19/13,1.2657
7/18/13,1.2666
7/17/13,1.2608
7/16/13,1.2592
7/15/13,1.2623
7/12/13,1.262
7/11/13,1.2586
7/10/13,1.2698
7/9/13,1.2781
7/8/13,1.2788
7/5/13,1.2815
7/4/13,1.2732
7/3/13,1.2735
7/2/13,1.2717
7/1/13,1.2645
6/28/13,1.2665
6/27/13,1.2667
6/26/13,1.2743
6/25/13,1.2695
6/24/13,1.2755
6/21/13,1.2767
6/20/13,1.2743
6/19/13,1.2685
6/18/13,1.2619
6/17/13,1.2554
6/14/13,1.2518
6/13/13,1.2496
6/12/13,1.256
6/11/13,1.2554
6/10/13,1.2581
6/7/13,1.2489
6/6/13,1.2448
6/5/13,1.2495
6/4/13,1.253
6/3/13,1.2523
5/31/13,1.2645
5/30/13,1.2578
5/29/13,1.2662
5/28/13,1.2706
5/27/13,1.261
5/24/13,1.2642
5/23/13,1.264
5/22/13,1.2673
5/21/13,1.2599
5/20/13,1.2543
5/17/13,1.2572
5/16/13,1.2509
5/15/13,1.2462
5/14/13,1.2432
5/13/13,1.241
5/10/13,1.2375
5/9/13,1.2337
5/8/13,1.2276
5/7/13,1.2323
5/6/13,1.2313
5/3/13,1.2341
5/2/13,1.235
5/1/13,1.2332
4/30/13,1.2321
4/29/13,1.234
4/26/13,1.2375
4/25/13,1.2388
4/24/13,1.2427
4/23/13,1.2412
4/22/13,1.2405
4/19/13,1.237
4/18/13,1.2361
4/17/13,1.2364
4/16/13,1.235
4/15/13,1.2392
4/12/13,1.2373
4/11/13,1.2374
4/10/13,1.2382
4/9/13,1.2396
4/8/13,1.2423
4/5/13,1.241
4/4/13,1.2403
4/3/13,1.2385
4/2/13,1.2394
4/1/13,1.2399
3/29/13,1.2407
3/28/13,1.2409
3/27/13,1.2427
3/26/13,1.241
3/25/13,1.2438
3/22/13,1.2495
3/21/13,1.2496
3/20/13,1.2509
3/19/13,1.2508
3/18/13,1.2496
3/15/13,1.2479
3/14/13,1.2493
3/13/13,1.2494
3/12/13,1.2468
3/11/13,1.2487
3/8/13,1.2485
3/7/13,1.2452
3/6/13,1.2487
3/5/13,1.246
3/4/13,1.2456
3/1/13,1.24
2/28/13,1.2386
2/27/13,1.2369
2/26/13,1.2387
2/25/13,1.2397
2/22/13,1.2381
2/21/13,1.2415
2/20/13,1.2398
2/19/13,1.2361
2/18/13,1.24
2/15/13,1.2373
2/14/13,1.2346
2/13/13,1.2357
2/12/13,1.2389
2/11/13,1.2419
2/8/13,1.2381
2/7/13,1.2394
2/6/13,1.239
2/5/13,1.2373
2/4/13,1.2391
2/1/13,1.2406
1/31/13,1.2381
1/30/13,1.2361
1/29/13,1.234
1/28/13,1.2391
1/25/13,1.2361
1/24/13,1.2292
1/23/13,1.2266
1/22/13,1.2267
1/21/13,1.2281
1/18/13,1.227
1/17/13,1.2236
1/16/13,1.2242
1/15/13,1.2259
1/14/13,1.2254
1/11/13,1.2255
1/10/13,1.223
1/9/13,1.2277
1/8/13,1.2291
1/7/13,1.2292
1/4/13,1.228
1/3/13,1.2266
1/2/13,1.2209
1/1/13,1.2216
